sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:sourceName_fi,ADD_INFO:validationMessages
INPAT-31,INPAT - Service Sector: Institutional service for the elderly,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300109,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Iäkkäiden laitospalvelu,
OUTPAT-31,OUTPAT - Service Sector: Institutional service for the elderly,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300110,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Iäkkäiden laitospalvelu,
OPER_IN-31,OPER_IN - Service Sector: Institutional service for the elderly,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300111,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Iäkkäiden laitospalvelu,
OPER_OUT-31,OPER_OUT - Service Sector: Institutional service for the elderly,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300112,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Iäkkäiden laitospalvelu,
INPAT-32,INPAT - Service Sector: Enhanced service housing for the elderly,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300113,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Iäkkäiden tehostettu palveluasuminen,
OUTPAT-32,OUTPAT - Service Sector: Enhanced service housing for the elderly,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300114,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Iäkkäiden tehostettu palveluasuminen,
OPER_IN-32,OPER_IN - Service Sector: Enhanced service housing for the elderly,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300115,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Iäkkäiden tehostettu palveluasuminen,
OPER_OUT-32,OPER_OUT - Service Sector: Enhanced service housing for the elderly,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300116,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Iäkkäiden tehostettu palveluasuminen,
INPAT-33,INPAT - Service Sector: Institutional care for the demented,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300117,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Dementoituneen laitoshoito,
OUTPAT-33,OUTPAT - Service Sector: Institutional care for the demented,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300118,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Dementoituneen laitoshoito,
OPER_IN-33,OPER_IN - Service Sector: Institutional care for the demented,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300119,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Dementoituneen laitoshoito,
OPER_OUT-33,OPER_OUT - Service Sector: Institutional care for the demented,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300120,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Dementoituneen laitoshoito,
INPAT-34,"INPAT - Service Sector: Enhanced, ie 24h per day, for the demented",0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300121,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Dementoituneen tehostettu eli ympärivuorokautinen palveluasuminen,
OUTPAT-34,"OUTPAT - Service Sector: Enhanced, ie 24h per day, for the demented",0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300122,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Dementoituneen tehostettu eli ympärivuorokautinen palveluasuminen,
OPER_IN-34,"OPER_IN - Service Sector: Enhanced, ie 24h per day, for the demented",0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300123,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Dementoituneen tehostettu eli ympärivuorokautinen palveluasuminen,
OPER_OUT-34,"OPER_OUT - Service Sector: Enhanced, ie 24h per day, for the demented",0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300124,SRC|ServiceSector,Visit,2006-01-01,2021-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Dementoituneen tehostettu eli ympärivuorokautinen palveluasuminen,
INPAT-38,INPAT - Service Sector: Service housing for the elderly,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300125,SRC|ServiceSector,Visit,2022-01-01,2099-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Iäkkäiden palveluasuminen,
OUTPAT-38,OUTPAT - Service Sector: Service housing for the elderly,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300126,SRC|ServiceSector,Visit,2022-01-01,2099-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Iäkkäiden palveluasuminen,
OPER_IN-38,OPER_IN - Service Sector: Service housing for the elderly,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300127,SRC|ServiceSector,Visit,2022-01-01,2099-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Iäkkäiden palveluasuminen,
OPER_OUT-38,OPER_OUT - Service Sector: Service housing for the elderly,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300128,SRC|ServiceSector,Visit,2022-01-01,2099-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Iäkkäiden palveluasuminen,
INPAT-41,INPAT - Service Sector: Institutional service for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300129,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Kehitysvammaisten laitospalvelu,
OUTPAT-41,OUTPAT - Service Sector: Institutional service for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300130,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Kehitysvammaisten laitospalvelu,
OPER_IN-41,OPER_IN - Service Sector: Institutional service for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300131,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Kehitysvammaisten laitospalvelu,
OPER_OUT-41,OPER_OUT - Service Sector: Institutional service for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300132,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Kehitysvammaisten laitospalvelu,
INPAT-42,INPAT - Service Sector: Enhanced service housing for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300133,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Kehitysvammaisten tehostettu palveluasuminen,
OUTPAT-42,OUTPAT - Service Sector: Enhanced service housing for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300134,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Kehitysvammaisten tehostettu palveluasuminen,
OPER_IN-42,OPER_IN - Service Sector: Enhanced service housing for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300135,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Kehitysvammaisten tehostettu palveluasuminen,
OPER_OUT-42,OPER_OUT - Service Sector: Enhanced service housing for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300136,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Kehitysvammaisten tehostettu palveluasuminen,
INPAT-43,INPAT - Service Sector: Service housing for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300137,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Kehitysvammaisten palveluasuminen,
OUTPAT-43,OUTPAT - Service Sector: Service housing for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300138,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Kehitysvammaisten palveluasuminen,
OPER_IN-43,OPER_IN - Service Sector: Service housing for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300139,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Kehitysvammaisten palveluasuminen,
OPER_OUT-43,OPER_OUT - Service Sector: Service housing for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300140,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Kehitysvammaisten palveluasuminen,
INPAT-44,INPAT - Service Sector: Supported housing for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300141,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Kehitysvammaisten tuettu asuminen,
OUTPAT-44,OUTPAT - Service Sector: Supported housing for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300142,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Kehitysvammaisten tuettu asuminen,
OPER_IN-44,OPER_IN - Service Sector: Supported housing for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300143,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Kehitysvammaisten tuettu asuminen,
OPER_OUT-44,OPER_OUT - Service Sector: Supported housing for the mentally handicapped,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300144,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Kehitysvammaisten tuettu asuminen,
INPAT-5,INPAT - Service Sector: Substance abuse treatment facility service,3289,,0,APPROVED,UNREVIEWED,Sam,1674691200000,38004274,Substance Use Disorder Rehabilitation Hospital Unit,Visit,MAPS_TO,,Javier,1674691200000,,2002300145,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Päihdehuollon laitospalvelu,
INPAT-5,INPAT - Service Sector: Substance abuse treatment facility service,3289,,0,APPROVED,UNREVIEWED,Sam,1674691200000,38004257,Ambulatory Substance Use Disorder Rehabilitation Clinic / Center,Visit,MAPS_TO,,Javier,1674691200000,,2002300145,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Päihdehuollon laitospalvelu,
OUTPAT-5,OUTPAT - Service Sector: Substance abuse treatment facility service,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300146,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Päihdehuollon laitospalvelu,
OPER_IN-5,OPER_IN - Service Sector: Substance abuse treatment facility service,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300147,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Päihdehuollon laitospalvelu,
OPER_OUT-5,OPER_OUT - Service Sector: Substance abuse treatment facility service,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300148,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Päihdehuollon laitospalvelu,
INPAT-6,INPAT - Service Sector: Rehabilitation facility care,31855,,0,APPROVED,UNREVIEWED,Sam,1674691200000,38004285,Rehabilitation Hospital,Visit,MAPS_TO,,Javier,1674691200000,,2002300149,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Kuntoutuslaitoshoito,
INPAT-6,INPAT - Service Sector: Rehabilitation facility care,31855,,0,APPROVED,UNREVIEWED,Sam,1674691200000,581479,Ambulatory Rehabilitation Visit,Visit,MAPS_TO,,Javier,1674691200000,,2002300149,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Kuntoutuslaitoshoito,
OUTPAT-6,OUTPAT - Service Sector: Rehabilitation facility care,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300150,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Kuntoutuslaitoshoito,
OPER_IN-6,OPER_IN - Service Sector: Rehabilitation facility care,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300151,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Kuntoutuslaitoshoito,
OPER_OUT-6,OPER_OUT - Service Sector: Rehabilitation facility care,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300152,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Kuntoutuslaitoshoito,
INPAT-7,INPAT - Service Sector: domiciliary care,632,,0,APPROVED,UNREVIEWED,Sam,1674691200000,38004311,Inpatient Hospice,Visit,MAPS_TO,,Javier,1674691200000,,2002300153,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Kotihoito,
INPAT-7,INPAT - Service Sector: domiciliary care,632,,0,APPROVED,UNREVIEWED,Sam,1674691200000,581476,Home Visit,Visit,MAPS_TO,,Javier,1674691200000,,2002300153,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Kotihoito,
OUTPAT-7,OUTPAT - Service Sector: domiciliary care,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300154,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Kotihoito,
OPER_IN-7,OPER_IN - Service Sector: domiciliary care,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300155,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Kotihoito,
OPER_OUT-7,OPER_OUT - Service Sector: domiciliary care,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300156,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Kotihoito,
INPAT-8,INPAT - Service Sector: Other service sector,5358,,0,FLAGGED,UNREVIEWED,Sam,1674691200000,8892,Other Inpatient Care,Visit,MAPS_TO,,Javier,1674691200000,,2002300157,SRC|ServiceSector,Visit,1995-01-01,2010-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Muu palveluala,"WARNING: OUTDATED: conceptName for conceptId 8892 is different in the target vocabularies, WARNING: OUTDATED: conceptName for conceptId 9202 is different in the target vocabularies"
INPAT-8,INPAT - Service Sector: Other service sector,5358,,0,FLAGGED,UNREVIEWED,Sam,1674691200000,9202,Outpatient Visit,Visit,MAPS_TO,,Javier,1674691200000,,2002300157,SRC|ServiceSector,Visit,1995-01-01,2010-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Muu palveluala,"WARNING: OUTDATED: conceptName for conceptId 8892 is different in the target vocabularies, WARNING: OUTDATED: conceptName for conceptId 9202 is different in the target vocabularies"
OUTPAT-8,OUTPAT - Service Sector: Other service sector,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300158,SRC|ServiceSector,Visit,1995-01-01,2010-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Muu palveluala,
OPER_IN-8,OPER_IN - Service Sector: Other service sector,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300159,SRC|ServiceSector,Visit,1995-01-01,2010-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Muu palveluala,
OPER_OUT-8,OPER_OUT - Service Sector: Other service sector,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300160,SRC|ServiceSector,Visit,1995-01-01,2010-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Muu palveluala,
INPAT-81,INPAT - Service Sector: Service housing,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300161,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Palveluasuminen,
OUTPAT-81,OUTPAT - Service Sector: Service housing,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300162,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Palveluasuminen,
OPER_IN-81,OPER_IN - Service Sector: Service housing,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300163,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Palveluasuminen,
OPER_OUT-81,OPER_OUT - Service Sector: Service housing,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300164,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Palveluasuminen,
INPAT-82,INPAT - Service Sector: Service housing for mental health rehabilitators,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300165,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Mielenterveyskuntoutujien palveluasuminen,
OUTPAT-82,OUTPAT - Service Sector: Service housing for mental health rehabilitators,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300166,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Mielenterveyskuntoutujien palveluasuminen,
OPER_IN-82,OPER_IN - Service Sector: Service housing for mental health rehabilitators,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300167,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Mielenterveyskuntoutujien palveluasuminen,
OPER_OUT-82,OPER_OUT - Service Sector: Service housing for mental health rehabilitators,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300168,SRC|ServiceSector,Visit,1995-01-01,2099-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Mielenterveyskuntoutujien palveluasuminen,
INPAT-83,INPAT - Service Sector: day care,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300169,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Päiväsairaalahoito,
OUTPAT-83,OUTPAT - Service Sector: day care,339591,,0,APPROVED,UNREVIEWED,Sam,1674691200000,38004207,Ambulatory Clinic / Center,Visit,MAPS_TO,,Javier,1674691200000,,2002300170,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,OUTPAT|OUTPAT-0,,OUTPAT - Palvelua: Päiväsairaalahoito,
OPER_IN-83,OPER_IN - Service Sector: day care,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300171,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,OPER_IN|OPER_IN-0,,OPER_IN - Palvelua: Päiväsairaalahoito,
OPER_OUT-83,OPER_OUT - Service Sector: day care,113037,,0,APPROVED,UNREVIEWED,Sam,1674691200000,38004207,Ambulatory Clinic / Center,Visit,MAPS_TO,,Javier,1674691200000,,2002300172,SRC|ServiceSector,Visit,1995-01-01,2021-12-31,OPER_OUT|OPER_OUT-0,,OPER_OUT - Palvelua: Päiväsairaalahoito,
INPAT-84,INPAT - Service Sector: Enhanced service housing for the severely disabled,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2002300173,SRC|ServiceSector,Visit,2006-01-01,2099-12-31,INPAT|INPAT-0,,INPAT - Palvelua: Vaikeavammaisten tehostettu palveluasuminen,
