sourceCode,sourceName,sourceFrequency,sourceConceptId,sourceName_fi,sourceConceptClass,sourceDomain,sourceValidStartDate,sourceValidEndDate
6130,Crop and animal producers and workers,0,2002200508,Yhdistetyn maanviljelyn ja el‰intenhoidon harjoittajat ja tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
614,Forestry and related workers,0,2002200509,Metsurit ja mets‰tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
6140,Forestry and related workers,0,2002200510,Metsurit ja mets‰tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
615,"Fishery workers, hunters and trappers",0,2002200511,"Kalanviljelij‰t, kalastajat ja mets‰st‰j‰t",Profesiona Code,Provider,1970-01-01,2099-12-31
6151,Aquatic life cultivation workers,0,2002200512,Kalanviljely-yritt‰j‰t ja -tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
61511,Fish farmers,0,2002200513,Kalanviljely-yritt‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
61512,Fishery supervisors and workers,0,2002200514,Kalanviljelytyˆnjohtajat ja -tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
6152,Inland and coastal waters fishery workers,0,2002200515,Kalastajat,Profesiona Code,Provider,1970-01-01,2099-12-31
6154,Hunters and trappers,0,2002200516,Riistanhoitajat ja mets‰st‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7,Craft and related trades workers,0,2002200517,"Rakennus-, korjaus- ja valmistustyˆntekij‰t",Profesiona Code,Provider,1970-01-01,2099-12-31
71,Extraction and building trades workers,0,2002200518,"Kaivos-, louhos- ja rakennustyˆntekij‰t",Profesiona Code,Provider,1970-01-01,2099-12-31
711,"Miners, shotfirers, stone cutters and carvers",0,2002200519,"Kaivostyˆntekij‰t, panostajat, kivenhakkaajat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
7111,Miners and quarry workers,0,2002200520,Kaivos- ja louhostyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7112,Shotfirers and blasters,0,2002200521,Panostajat ja r‰j‰ytt‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7113,"Stone splitters, cutters and carvers",0,2002200522,Kivenhakkaajat ja -leikkaajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
712,Building frame and related trades workers,0,2002200523,Rakennustyˆntekij‰t ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
7121,Builders,0,2002200524,Rakennustyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7122,Bricklayers and stonemasons,0,2002200525,Muurarit ja laatoittajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7123,"Concrete placers, concrete finishers and related workers",0,2002200526,Raudoittajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7124,Carpenters and joiners,0,2002200527,Kirvesmiehet,Profesiona Code,Provider,1970-01-01,2099-12-31
7129,Building frame and related trades workers not elsewhere classified,0,2002200528,Muut rakennustyˆntekij‰t ja -korjaajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
713,Building finishers and related trades workers,0,2002200529,Rakennusten viimeistelytyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7131,Roofers,0,2002200530,Kattoasentajat ja -korjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7132,Floor layers and tile setters,0,2002200531,Lattianp‰‰llystystyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7133,Plasterers,0,2002200532,Rappaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7134,Insulation workers,0,2002200533,Erist‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7135,Glaziers,0,2002200534,Lasinasentajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7136,Plumbers and pipe fitters,0,2002200535,Putkiasentajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7137,Building and related electricians,0,2002200536,Rakennuss‰hkˆasentajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7139,Building finishers and related trade workers not elsewhere classified,0,2002200537,Muut rakennusten viimeistelytyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
714,"Painters, building structure cleaners and related trades workers",0,2002200538,Maalarit ja rakennuspuhdistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7141,Painters and related workers,0,2002200539,Maalarit,Profesiona Code,Provider,1970-01-01,2099-12-31
71411,Building painters,0,2002200540,Rakennusmaalarit,Profesiona Code,Provider,1970-01-01,2099-12-31
71412,Vehicle and other painters,0,2002200541,Auto- ja muut maalarit,Profesiona Code,Provider,1970-01-01,2099-12-31
7143,Building structure cleaners,0,2002200542,Rakennuspuhdistajat ja nuohoojat,Profesiona Code,Provider,1970-01-01,2099-12-31
72,"Metal, machinery and related trades workers",0,2002200543,Konepaja- ja valimotyˆntekij‰t sek‰ asentajat ja korjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
721,"Metal moulders, welders, sheet-metal workers, structural metal preparers, and related trades workers",0,2002200544,"Valimotyˆntekij‰t, hitsaajat, levysep‰t ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
7211,Metal moulders and coremakers,0,2002200545,Muovaajat ja keernantekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7212,Welders and flame cutters,0,2002200546,Hitsaajat ja kaasuleikkaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7213,Sheet-metal workers,0,2002200547,Ohutlevysep‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7214,Structural-metal preparers and erectors,0,2002200548,Paksulevysep‰t ja rautarakennetyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7215,Riggers and cable splicers,0,2002200549,Kaapelin- ja kˆysienasentajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7216,Underwater workers,0,2002200550,Vedenalaistyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
722,"Blacksmiths, tool-makers and related trades workers",0,2002200551,"Sep‰t, tyˆkaluntekij‰t ja koneenasettajat",Profesiona Code,Provider,1970-01-01,2099-12-31
7221,"Blacksmiths, hammer-smiths and forging-press workers",0,2002200552,Sep‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7222,Tool-makers and related workers,0,2002200553,Tyˆkaluntekij‰t ja lukkosep‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7223,Machine-tool setters and setter-operators,0,2002200554,Koneenasettajat ja koneistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7224,"Metal wheel-grinders, polishers and tool sharpeners",0,2002200555,"Konehiojat, kiillottajat ja teroittajat",Profesiona Code,Provider,1970-01-01,2099-12-31
723,Machinery mechanics and fitters,0,2002200556,Koneasentajat ja -korjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7231,Motor-vehicle mechanics and fitters,0,2002200557,Moottoriajoneuvojen ja tyˆkoneiden asentajat ja korjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7232,Aircraft engine mechanics and fitters,0,2002200558,Lentokoneasentajat ja -korjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7233,Agricultural- or industrial-machinery mechanics and fitters,0,2002200559,Maatalous- ja teollisuuskoneasentajat ja -korjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
724,"Electrical, electronic and telecommunications equipment mechanics and fitters",0,2002200560,"S‰hkˆ-, elektroniikka- ja tietoliikennelaitteiden asentajat ja korjaajat",Profesiona Code,Provider,1970-01-01,2099-12-31
7241,Electrical mechanics and servicers,0,2002200561,S‰hkˆlaitteiden asentajat ja korjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7242,Electronics mechanics and servicers,0,2002200562,Elektroniikkalaitteiden asentajat ja korjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
72421,Computer installers and repairers,0,2002200563,Tietokoneasentajat ja -korjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
72422,Automation installers and repairers,0,2002200564,Automaatioasentajat ja -korjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
72423,Electronic installers and repairers,0,2002200565,Elektroniikka-asentajat ja -korjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7244,Telecommunications installers and mechanics,0,2002200566,Tietoliikenneasentajat ja -korjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7245,"Electrical line installers, repairers and cable jointers",0,2002200567,Linja-asentajat ja -korjaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
73,"Precision, handicraft, craft printing and related trades workers",0,2002200568,Hienomekaniikan ja taideteollisuuden tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
731,Precision workers in metal and related materials,0,2002200569,Hienomekaanikot,Profesiona Code,Provider,1970-01-01,2099-12-31
7311,Precision-instrument makers and repairers,0,2002200570,Instrumentintekij‰t ja instrumenttiasentajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7312,Musical-instrument makers and tuners,0,2002200571,Soittimien tekij‰t ja viritt‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7313,Jewellery and precious-metal workers,0,2002200572,"Jalokivi-, kulta- ja hopeasep‰t",Profesiona Code,Provider,1970-01-01,2099-12-31
732,"Potters, glass-makers and related trades workers",0,2002200573,"Savenvalajat, lasihyttityˆntekij‰t ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
7321,"Abrasive wheel formers, potters and related workers",0,2002200574,Saven- ja tiilenvalajat ja dreijaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7322,"Glass-makers, cutters, grinders and finishers",0,2002200575,Lasinpuhaltajat ja -leikkaajat ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
7323,Glass-engravers and etchers,0,2002200576,Lasinkaivertajat ja -etsaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7324,"Glass, ceramics and related decorative painters",0,2002200577,"Koristelijat, lasittajat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
733,"Handicraft workers in wood, textile, leather and related materials",0,2002200578,"Puu-, tekstiili-, nahka- ym. k‰sityˆtuotteiden tekij‰t",Profesiona Code,Provider,1970-01-01,2099-12-31
7330,"Handicraft workers in wood, textile, leather and related materials",0,2002200579,"Puu-, tekstiili-, nahka- ym. k‰sityˆtuotteiden tekij‰t",Profesiona Code,Provider,1970-01-01,2099-12-31
734,Craft printing and related trades workers,0,2002200580,"Painopinnan valmistajat, tekstiilipainajat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
7341,"Compositors, typesetters and related workers",0,2002200581,Latojat ja asemoijat,Profesiona Code,Provider,1970-01-01,2099-12-31
7342,Stereotypers and electrotypers,0,2002200582,Painopinnan valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7343,Printing engravers and etchers,0,2002200583,Kaivertajat ja syˆvytt‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7344,Photographic and related workers,0,2002200584,Valokuvalaboratorioiden tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7345,Bookbinders and related workers,0,2002200585,Kirjansitomotyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7346,"Silk-screen, block and textile printers",0,2002200586,Silkki- ja tekstiilipainajat,Profesiona Code,Provider,1970-01-01,2099-12-31
74,Other craft and related trades workers,0,2002200587,Muut valmistustyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
741,Food processing and related trades workers,0,2002200588,"Teurastajat, leipurit, meijeristit ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
7411,"Butchers, fishmongers and related food preparers",0,2002200589,"Teurastajat, kalank‰sittelij‰t ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
7412,"Bakers, pastry-cooks and confectionery makers",0,2002200590,Leipurit ja kondiittorit,Profesiona Code,Provider,1970-01-01,2099-12-31
7413,Dairy-products workers,0,2002200591,"Meijeristit, juustomestarit ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
7414,"Fruit, vegetable and related preservers",0,2002200592,Hedelm‰- ja vihannestuotteiden valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
7415,Food and beverage tasters and graders,0,2002200593,Ruokien ja juomien laaduntarkkailijat,Profesiona Code,Provider,1970-01-01,2099-12-31
7416,Tobacco preparers and tobacco products makers,0,2002200594,Tupakkatuotteiden valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
742,"Wood treaters, cabinet-makers and related trades workers",0,2002200595,"Puutavaran k‰sittelij‰t, puusep‰t ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
7421,Wood treaters,0,2002200596,Puutavaran k‰sittelij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7422,Cabinetmakers and related workers,0,2002200597,Huonekalu- ja koristepuusep‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7423,Woodworking machine setters and setter-operators,0,2002200598,Konepuusep‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
7424,"Basketry weavers, brush makers and related workers",0,2002200599,Korin- ja harjantekij‰t ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
743,"Textile, garment and related trades workers",0,2002200600,"Kutojat, vaatturit ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
7431,Fibre preparers,0,2002200601,"Kehr‰‰j‰t, karstaajat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
7432,"Weavers, knitters and related workers",0,2002200602,"Kutojat, neulojat ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
7433,"Tailors, dressmakers and hatters",0,2002200603,"Vaatturit, pukuompelijat ja hatuntekij‰t",Profesiona Code,Provider,1970-01-01,2099-12-31
7434,Furriers and related workers,0,2002200604,Turkkurit,Profesiona Code,Provider,1970-01-01,2099-12-31
7435,"Textile, leather and related pattern-makers and cutters",0,2002200605,Leikkaajat ja mallimestarit,Profesiona Code,Provider,1970-01-01,2099-12-31
7436,"Sewers, embroiderers and related workers",0,2002200606,Koru- ja muut tekstiiliompelijat,Profesiona Code,Provider,1970-01-01,2099-12-31
7437,Upholsterers and related workers,0,2002200607,Verhoilijat,Profesiona Code,Provider,1970-01-01,2099-12-31
744,"Pelt, leather and shoemaking trades workers",0,2002200608,Turkisten ja nahkojen muokkaajat sek‰ suutarit,Profesiona Code,Provider,1970-01-01,2099-12-31
7441,"Pelt dressers, tanners and fellmongers",0,2002200609,Turkisten muokkaajat ja nahkurit,Profesiona Code,Provider,1970-01-01,2099-12-31
7442,Shoe-makers and related workers,0,2002200610,"Suutarit, jalkinemallintekij‰t ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
8,Plant and machine operators and assemblers,0,2002200611,Prosessi- ja kuljetustyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
81,Stationary plant and related operators,0,2002200612,Prosessityˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
811,Mining and mineral-processing-plant operators,0,2002200613,Kaivos- ja louhintatyˆn koneenk‰ytt‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
8111,Mining plant operators,0,2002200614,Vaunuporarit,Profesiona Code,Provider,1970-01-01,2099-12-31
8112,Mineral-ore and stone-processing plant operators,0,2002200615,Rikastustyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
8113,Well drillers and borers and related workers,0,2002200616,Iskuporaajat ja syv‰kairaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
812,Metal-processing plant operators,0,2002200617,Metalliteollisuuden prosessityˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
8121,Ore and metal furnace operators,0,2002200618,Sulatto- ja sulatusuunityˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
8122,"Metal melters, casters and rolling-mill operators",0,2002200619,Metallurgiset muokkaajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8123,Metal heat-treating-plant operators,0,2002200620,L‰mpˆk‰sittelij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
8124,Metal drawers and extruders,0,2002200621,Langan- ja putkenvet‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
813,"Glass, ceramics and related plant operators",0,2002200622,Lasi- ja keramiikkateollisuuden tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
8131,Glass and ceramics kiln and related machine operators,0,2002200623,Lasi- ja keramiikkauunienhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8139,"Glass, ceramics and related plant operators not elsewhere classified",0,2002200624,Muut lasi- ja keramiikkateollisuuden tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
814,Wood-processing- and papermaking-plant operators,0,2002200625,Puunjalostuksen ja paperinvalmistuksen prosessityˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
8141,Wood-processing-plant operators,0,2002200626,Sahausprosessinhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8142,Paper-pulp plant operators,0,2002200627,Paperimassan ja hakkeen teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8143,Papermaking-plant operators,0,2002200628,Paperin ja kartongin teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
815,Chemical-processing-plant operators,0,2002200629,Kemianteollisuuden prosessinhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8150,Chemical-processing-plant operators,0,2002200630,Kemianteollisuuden prosessinhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
816,Power-production and related plant operators,0,2002200631,"Voimalaitosten, vesilaitosten ym. koneenhoitajat",Profesiona Code,Provider,1970-01-01,2099-12-31
8161,Power-production plant operators,0,2002200632,Voimalaitosten koneenhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8162,Steam-engine and boiler operators,0,2002200633,L‰mmityskattiloiden hoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8163,"Incinerator, water-treatment and related plant operators",0,2002200634,J‰tteenpoltto- ja vedenpuhdistuslaitosten koneenhoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
817,Industrial robot operators,0,2002200635,Teollisuusrobottien hoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8170,Industrial robot operators,0,2002200636,Teollisuusrobottien hoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
82,Machine operators and assemblers,0,2002200637,Teollisuustuotteiden valmistajat ja kokoonpanijat,Profesiona Code,Provider,1970-01-01,2099-12-31
821,Metal- and mineral-products machine operators,0,2002200638,Metalli- ja mineraalituotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8211,Machine-tool operators,0,2002200639,Metallin koneelliset tyˆst‰j‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
8212,Cement and other mineral products machine operators,0,2002200640,Betoni- ym. tuotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
822,Chemical-products machine operators,0,2002200641,Kemiallisten tuotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8221,Pharmaceutical- and toiletry-products machine operators,0,2002200642,L‰‰kkeiden ja hygieniatuotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8222,Ammunition- and explosive-products machine operators,0,2002200643,Ammusten ja r‰j‰hteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8223,"Metal finishing-, plating- and coating-machine operators",0,2002200644,Metallien teolliset p‰‰llyst‰j‰t ja viimeistelij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
8224,Photographic-products machine operators,0,2002200645,Valokuvatuotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8229,Chemical-products machine operators not elsewhere classified,0,2002200646,Muut kemiallisten tuotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
823,Rubber- and plastic-products machine operators,0,2002200647,Kumi- ja muovituotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8231,Rubber-products machine operators,0,2002200648,Kumituotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8232,Plastic-products machine operators,0,2002200649,Muovituotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
824,Wood-products machine operators,0,2002200650,Puutuotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8240,Wood-products machine operators,0,2002200651,Puutuotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
825,"Printing-, binding- and paper-products machine operators",0,2002200652,"Painajat, j‰lkik‰sittelij‰t ja paperituotteiden teolliset valmistajat",Profesiona Code,Provider,1970-01-01,2099-12-31
8251,Printing-machine operators,0,2002200653,Painokoneen hoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8252,Book-binding-machine operators,0,2002200654,J‰lkik‰sittelij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
8253,Paper-products machine operators,0,2002200655,Paperituotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
826,"Textile-, fur- and leather-products machine operators",0,2002200656,"Tekstiili-, turkis- ja nahkatuotteiden teolliset valmistajat",Profesiona Code,Provider,1970-01-01,2099-12-31
8261,"Fibre-preparing, spinning- and winding-machine operators",0,2002200657,"Kuitujenvalmistus-, kehruu- ja puolauskoneiden hoitajat",Profesiona Code,Provider,1970-01-01,2099-12-31
8262,Weaving- and knitting-machine operators,0,2002200658,Kutoma- ja neulekoneiden hoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8263,Sewing-machine operators,0,2002200659,Ompelukoneiden hoitajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8264,"Bleaching-, dyeing- and cleaning-machine operators",0,2002200660,"Pesu-, valkaisu- ja v‰rj‰yskoneiden hoitajat",Profesiona Code,Provider,1970-01-01,2099-12-31
8265,Fur- and leather-preparing-machine operators,0,2002200661,Turkisten ja nahkojen teolliset k‰sittelij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
8266,Shoemaking- and related machine operators,0,2002200662,"Jalkineiden, laukkujen ym. teolliset valmistajat",Profesiona Code,Provider,1970-01-01,2099-12-31
8269,"Textile-, fur- and leather-products machine operators not elsewhere classified",0,2002200663,"Muut tekstiili-, turkis- ja nahkatuotteiden teolliset valmistajat",Profesiona Code,Provider,1970-01-01,2099-12-31
827,Food and tobacco products machine operators,0,2002200664,Elintarvikkeiden ja tupakkatuotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8271,Meat- and fish-processing-machine operators,0,2002200665,Liha- ja kalajalosteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8272,Dairy-products machine operators,0,2002200666,Maitotaloustuotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8273,Grain- and spice-milling-machine operators,0,2002200667,Jauhotuotteiden ja mausteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8274,"Baked-goods, cereal- and chocolate-products machine operators",0,2002200668,Leipomo- ja suklaatuotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8275,"Fruit-, vegetable- and nut-processing-machine operators",0,2002200669,"Hedelm‰-, vihannes- ym. tuotteiden teolliset valmistajat",Profesiona Code,Provider,1970-01-01,2099-12-31
8276,Sugar production machine operators,0,2002200670,Sokerin teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8277,"Tea-, coffee- and cocoa-processing-machine operators",0,2002200671,"Teen, kahvin ja kaakaon teolliset valmistajat",Profesiona Code,Provider,1970-01-01,2099-12-31
8278,"Brewers, wine and other beverage machine operators",0,2002200672,"Oluen, viinin ja muiden juomien teolliset valmistajat",Profesiona Code,Provider,1970-01-01,2099-12-31
8279,Tobacco production machine operators,0,2002200673,Tupakkatuotteiden teolliset valmistajat,Profesiona Code,Provider,1970-01-01,2099-12-31
828,Assemblers,0,2002200674,Teollisuustuotteiden kokoonpanijat,Profesiona Code,Provider,1970-01-01,2099-12-31
8281,Mechanical-machinery assemblers,0,2002200675,Konepaja- ja metallituotteiden kokoonpanijat,Profesiona Code,Provider,1970-01-01,2099-12-31
8282,Electrical-equipment assemblers,0,2002200676,S‰hkˆlaitteiden kokoonpanijat,Profesiona Code,Provider,1970-01-01,2099-12-31
8283,Electronic-equipment assemblers,0,2002200677,Elektronisten laitteiden kokoonpanijat,Profesiona Code,Provider,1970-01-01,2099-12-31
8284,"Metal-, rubber- and plastic-products assemblers",0,2002200678,"Metalli-, kumi- ja muovituotteiden teolliset kokoonpanijat",Profesiona Code,Provider,1970-01-01,2099-12-31
8285,Wood and related products assemblers,0,2002200679,Puu- ym. tuotteiden teolliset kokoonpanijat,Profesiona Code,Provider,1970-01-01,2099-12-31
8286,"Paperboard, textile and related products assembler",0,2002200680,"Kartonki-, tekstiili- ym. tuotteiden teolliset kokoonpanijat",Profesiona Code,Provider,1970-01-01,2099-12-31
829,Other machine operators nor elsewhere classified,0,2002200681,Muut teolliset valmistajat ja kokoonpanijat,Profesiona Code,Provider,1970-01-01,2099-12-31
8290,Other machine operators not elsewhere classified,0,2002200682,Muut teolliset valmistajat ja kokoonpanijat,Profesiona Code,Provider,1970-01-01,2099-12-31
83,Drivers and related water traffic operators,0,2002200683,"Kuljettajat, vesiliikennetyˆntekij‰t ym.",Profesiona Code,Provider,1970-01-01,2099-12-31
831,Locomotive engine drivers and related workers,0,2002200684,Veturin- ja moottorivaununkuljettajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8311,Locomotive engine drivers,0,2002200685,Veturin- ja moottorivaununkuljettajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8312,"Railway brakers, signallers and shunters",0,2002200686,Vaihdetyˆhenkilˆstˆ,Profesiona Code,Provider,1970-01-01,2099-12-31
832,Motor vehicle drivers,0,2002200687,Moottoriajoneuvojen kuljettajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8321,Motorcycle drivers,0,2002200688,Moottoripyˆr‰l‰hetit ym.,Profesiona Code,Provider,1970-01-01,2099-12-31
8322,"Car, taxi and van drivers",0,2002200689,Henkilˆ- ja pakettiautonkuljettajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8323,Bus and tram drivers,0,2002200690,Linja-auton- ja raitiovaununkuljettajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8324,Heavy truck and lorry drivers,0,2002200691,Kuorma-auton ja erikoisajoneuvojen kuljettajat,Profesiona Code,Provider,1970-01-01,2099-12-31
833,Mobile-plant operators,0,2002200692,Tyˆkoneiden kuljettajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8331,Motorised farm and forestry plant operators,0,2002200693,Maa- ja mets‰taloustyˆkoneiden kuljettajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8332,Earth-moving and related plant operators,0,2002200694,Maanrakennus- ym. koneiden kuljettajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8333,"Crane, hoist and related plant operators",0,2002200695,Nosturinkuljettajat,Profesiona Code,Provider,1970-01-01,2099-12-31
8334,Lifting-truck operators,0,2002200696,Trukin- ja siirtokoneenkuljettajat,Profesiona Code,Provider,1970-01-01,2099-12-31
834,Ships&#39; deck and engine crews and related workers,0,2002200697,Kansi- ja konemiehistˆ ym. vesiliikenteen tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
8340,Ships&#39; deck and engine crews and related workers,0,2002200698,Kansi- ja konemiehistˆ ym. vesiliikenteen tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
9,Elementary occupations,0,2002200699,Muut tyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
91,Sales and services elementary occupations,0,2002200700,Muut palvelutyˆntekij‰t,Profesiona Code,Provider,1970-01-01,2099-12-31
