sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:sourceName_fi,ADD_INFO:obsolete_conceptId,ADD_INFO:validationMessages
1015-47,Salmonella Vinohrady,-1,,1,APPROVED,UNREVIEWED,,0,4167533,Salmonella Vinohrady,Observation,MAPS_TO,,,0,,2001100116,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Salmonella Vinohrady,,
1016-25,Salmonella Bracknell,-1,,1,APPROVED,UNREVIEWED,,0,4072114,Salmonella Bracknell,Observation,MAPS_TO,,,0,,2001100117,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Salmonella Bracknell,,
1017-63,Salmonella Johannesburg,-1,,1,APPROVED,UNREVIEWED,,0,4168327,Salmonella Johannesburg,Observation,MAPS_TO,,,0,,2001100118,MICROBEfi Level 0,Observation,1998-01-01,2099-12-31,,,Salmonella Johannesburg,,
1018-14,Streptococcus dysgalactiae ssp. equisimilis,-1,,0.91,APPROVED,EQUAL,PKo,0,4134608,Streptococcus dysgalactiae subsp. equisimilis,Observation,MAPS_TO,,PKo,0,,2001100119,MICROBEfi Level 0,Observation,2004-01-01,2099-12-31,,,Streptococcus dysgalactiae ssp. equisimilis,,
1019-87,Salmonella Gambia,-1,,1,APPROVED,UNREVIEWED,,0,4279613,Salmonella Gambia,Observation,MAPS_TO,,,0,,2001100120,MICROBEfi Level 0,Observation,2007-01-01,2099-12-31,,,Salmonella Gambia,,
1020-26,Salmonella Ituri,-1,,1,APPROVED,UNREVIEWED,,0,4138979,Salmonella Ituri,Observation,MAPS_TO,,,0,,2001100121,MICROBEfi Level 0,Observation,1998-01-01,2099-12-31,,,Salmonella Ituri,,
1021-84,Mobiluncus curtisii ssp. curtisii,-1,,0.8,APPROVED,EQUAL,PKo,0,4285419,Mobiluncus curtisii ss. curtisii,Observation,MAPS_TO,,PKo,0,,2001100122,MICROBEfi Level 0,Observation,1994-05-01,2099-12-31,,,Mobiluncus curtisii ssp. curtisii,,
1022-74,Mycobacterium aichiense,-1,,1,APPROVED,UNREVIEWED,,0,4283092,Mycobacterium aichiense,Observation,MAPS_TO,,,0,,2001100123,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium aichiense,,
1023-46,Mycobacterium anthracenicum,-1,,0.75,APPROVED,WIDER,PKo,0,4348029,Mycobacterium,Observation,MAPS_TO,,PKo,0,,2001100124,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium anthracenicum,,
1024-61,Mycobacterium austroafricanum,-1,,1,APPROVED,UNREVIEWED,,0,4099600,Mycobacterium austroafricanum,Observation,MAPS_TO,,,0,,2001100125,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium austroafricanum,,
1025-13,Mycobacterium buckleii,-1,,0.6,APPROVED,WIDER,PKo,0,4348029,Mycobacterium,Observation,MAPS_TO,,PKo,0,,2001100126,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium buckleii,,
1026-51,Mycobacterium abscessus,-1,,1,APPROVED,UNREVIEWED,,0,4034776,Mycobacteroides abscessus,Observation,MAPS_TO,,,0,,2001100127,MICROBEfi Level 0,Observation,2008-01-01,2014-12-31,,,Mycobacterium abscessus,,
1027-03,Treponema amylovorum,-1,,1,APPROVED,UNREVIEWED,,0,4015659,Treponema amylovorum,Observation,MAPS_TO,,,0,,2001100128,MICROBEfi Level 0,Observation,2004-01-01,2099-12-31,,,Treponema amylovorum,,
1028-30,Mycobacterium chitae,-1,,1,APPROVED,UNREVIEWED,,0,4232937,Mycobacterium chitae,Observation,MAPS_TO,,,0,,2001100129,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium chitae,,
1029-90,Mycobacterium chlorophenolicum,-1,,1,APPROVED,UNREVIEWED,,0,37017353,Mycobacterium chlorophenolicum,Observation,MAPS_TO,,,0,,2001100130,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium chlorophenolicum,,
1030-45,Mycobacterium chubuense,-1,,1,APPROVED,UNREVIEWED,,0,4069428,Mycobacterium chubuense,Observation,MAPS_TO,,,0,,2001100131,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium chubuense,,
1031-39,Mycobacterium columbarii,-1,,0.7,APPROVED,WIDER,PKo,0,4348029,Mycobacterium,Observation,MAPS_TO,,PKo,0,,2001100132,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium columbarii,,
1032-60,Mycobacterium cookii,-1,,1,APPROVED,UNREVIEWED,,0,4035079,Mycobacterium cookii,Observation,MAPS_TO,,,0,,2001100133,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium cookii,,
1033-22,Mycobacterium diernhoferi,-1,,1,APPROVED,UNREVIEWED,,0,4265636,Mycobacterium diernhoferi,Observation,MAPS_TO,,,0,,2001100134,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium diernhoferi,,
1034-76,Mycobacterium duvalii,-1,,1,APPROVED,UNREVIEWED,,0,4281084,Mycobacterium duvalii,Observation,MAPS_TO,,,0,,2001100135,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium duvalii,,
1035-91,Mycobacterium fallax,-1,,1,APPROVED,UNREVIEWED,,0,4321722,Mycobacterium fallax,Observation,MAPS_TO,,,0,,2001100136,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium fallax,,
1036-00,Mycobacterium farcinogenes,-1,,1,APPROVED,UNREVIEWED,,0,4264159,Mycobacterium farcinogenes,Observation,MAPS_TO,,,0,,2001100137,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium farcinogenes,,
1037-56,Mycobacterium porcinum,-1,,1,APPROVED,UNREVIEWED,,0,4237063,Mycobacterium porcinum,Observation,MAPS_TO,,,0,,2001100138,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium porcinum,,
1038-89,Mycobacterium paratuberculosis,-1,,1,APPROVED,UNREVIEWED,,0,4250171,Mycobacterium paratuberculosis,Observation,MAPS_TO,,,0,,2001100139,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium paratuberculosis,,
1039-10,Mycobacterium paraffinicum,-1,,1,APPROVED,UNREVIEWED,,0,45763797,Mycobacterium paraffinicum,Observation,MAPS_TO,,,0,,2001100140,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium paraffinicum,,
1040-19,Mycobacterium monacense,-1,,1,APPROVED,UNREVIEWED,,0,42872481,Mycobacterium monacense,Observation,MAPS_TO,,,0,,2001100141,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium monacense,,
1041-63,Mycoplasma pneumoniae,-1,,1,APPROVED,UNREVIEWED,,0,4240327,Mycoplasma pneumoniae,Observation,MAPS_TO,,,0,,2001100142,MICROBEfi Level 0,Observation,2004-01-01,2099-12-31,,,Mycoplasma pneumoniae,,
1042-07,Mycobacterium lufu,-1,,0.73,APPROVED,WIDER,PKo,0,4348029,Mycobacterium,Observation,MAPS_TO,,PKo,0,,2001100143,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium lufu,,
1043-52,Mycobacterium kubicae,-1,,1,APPROVED,UNREVIEWED,,0,4323481,Mycobacterium kubicae,Observation,MAPS_TO,,,0,,2001100144,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium kubicae,,
1044-81,Mycobacterium isoniacini,-1,,0.76,APPROVED,WIDER,PKo,0,4348029,Mycobacterium,Observation,MAPS_TO,,PKo,0,,2001100145,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium isoniacini,,
1045-25,Mycobacterium habana,-1,,1,APPROVED,UNREVIEWED,,0,4223532,Mycobacterium simiae,Observation,MAPS_TO,,,0,,2001100146,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium habana,,
1046-45,Mycobacterium gilvum,-1,,1,APPROVED,UNREVIEWED,,0,4084405,Mycobacterium gilvum,Observation,MAPS_TO,,,0,,2001100147,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium gilvum,,
1047-75,Mycobacterium gallinarum,-1,,0.77,APPROVED,WIDER,PKo,0,4348029,Mycobacterium,Observation,MAPS_TO,,PKo,0,,2001100148,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium gallinarum,,
1048-92,Mycobacterium fortuitum ssp. acetamidolyti,-1,,0.82,APPROVED,EQUIVALENT,PKo,0,4326916,Mycobacterium fortuitum ss. acetamidolytica,Observation,MAPS_TO,,PKo,0,,2001100149,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium fortuitum ssp. acetamidolyti,,
1049-37,Mycobacterium ratisbonense,-1,,1,APPROVED,UNREVIEWED,,0,4324453,Mycobacterium ratisbonense,Observation,MAPS_TO,,,0,,2001100150,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium ratisbonense,,
1050-39,Mycobacterium senegalense,-1,,1,APPROVED,UNREVIEWED,,0,4253667,Mycobacterium senegalense,Observation,MAPS_TO,,,0,,2001100151,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium senegalense,,
1051-06,Mycobacterium shottsii,-1,,1,APPROVED,UNREVIEWED,,0,4328793,Mycobacterium shottsii,Observation,MAPS_TO,,,0,,2001100152,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium shottsii,,
1052-42,Mycobacterium sydneyiensis,-1,,0.5,APPROVED,WIDER,PKo,0,4348029,Mycobacterium,Observation,MAPS_TO,,PKo,0,,2001100153,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium sydneyiensis,,
1053-78,Streptococcus canis,-1,,1,APPROVED,UNREVIEWED,,0,4339411,Streptococcus canis,Observation,MAPS_TO,,,0,,2001100154,MICROBEfi Level 0,Observation,2004-01-01,2099-12-31,,,Streptococcus canis,,
1054-92,Mycobacterium thermoresistibile,-1,,1,APPROVED,UNREVIEWED,,0,4049649,Mycobacterium thermoresistibile,Observation,MAPS_TO,,,0,,2001100155,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium thermoresistibile,,
1055-53,Mycobacterium florentinum,-1,,1,APPROVED,UNREVIEWED,,0,45769650,Mycobacterium florentinum,Observation,MAPS_TO,,,0,,2001100156,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium florentinum,,
1056-10,Mycobacterium fortuitum ssp. fortuitum,-1,,0.77,APPROVED,EQUAL,PKo,0,4219671,Mycobacterium fortuitum subsp fortuitum,Observation,MAPS_TO,,PKo,0,,2001100157,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium fortuitum ssp. fortuitum,,
1057-83,Mycobacterium frederiksbergense,-1,,1,APPROVED,UNREVIEWED,,0,4160157,Mycobacterium frederiksbergense,Observation,MAPS_TO,,,0,,2001100158,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium frederiksbergense,,
1058-22,Mycobacterium gadium,-1,,1,APPROVED,UNREVIEWED,,0,4326420,Mycobacterium gadium,Observation,MAPS_TO,,,0,,2001100159,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium gadium,,
1059-68,Mycobacterium komossense,-1,,1,APPROVED,UNREVIEWED,,0,4264685,Mycobacterium komossence,Observation,MAPS_TO,,,0,,2001100160,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium komossense,,
1060-05,Victivallis vadensis,-1,,1,APPROVED,UNREVIEWED,,0,4257886,Victivallis vadensis,Observation,MAPS_TO,,,0,,2001100161,MICROBEfi Level 0,Observation,2004-01-01,2099-12-31,,,Victivallis vadensis,,
1061-19,Mycobacterium lactis,-1,,0.9,APPROVED,WIDER,PKo,0,4348029,Mycobacterium,Observation,MAPS_TO,,PKo,0,,2001100162,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium lactis,,
1063-92,Mycobacterium lepraemurium,-1,,1,APPROVED,UNREVIEWED,,0,4097395,Mycobacterium lepraemurium,Observation,MAPS_TO,,,0,,2001100163,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium lepraemurium,,
1064-53,Mycobacterium madagascariense,-1,,1,APPROVED,UNREVIEWED,,0,4034539,Mycobacterium madagascariense,Observation,MAPS_TO,,,0,,2001100164,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium madagascariense,,
1065-85,Mycobacterium moriokaense,-1,,1,APPROVED,UNREVIEWED,,0,4321729,Mycobacterium moriokaense,Observation,MAPS_TO,,,0,,2001100165,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium moriokaense,,
1066-61,Mycobacterium murale,-1,,1,APPROVED,UNREVIEWED,,0,4295787,Mycobacterium murale,Observation,MAPS_TO,,,0,,2001100166,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium murale,,
1067-22,Mycobacterium neoaurum,-1,,1,APPROVED,UNREVIEWED,,0,4201291,Mycobacterium neoaurum,Observation,MAPS_TO,,,0,,2001100167,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium neoaurum,,
1068-71,Mycobacterium obuense,-1,,1,APPROVED,UNREVIEWED,,0,4185464,Mycobacterium obuense,Observation,MAPS_TO,,,0,,2001100168,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium obuense,,
1069-45,Mycobacterium parafortuitum,-1,,1,APPROVED,UNREVIEWED,,0,4235269,Mycobacterium parafortuitum,Observation,MAPS_TO,,,0,,2001100169,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium parafortuitum,,
1070-57,Mycobacterium pinnipedii,-1,,1,APPROVED,UNREVIEWED,,0,4334639,Mycobacterium pinnipedii,Observation,MAPS_TO,,,0,,2001100170,MICROBEfi Level 0,Observation,2009-01-01,2099-12-31,,,Mycobacterium pinnipedii,,
1071-95,Mycobacterium nonchromogenicum,-1,,1,APPROVED,UNREVIEWED,,0,4060408,Mycobacterium nonchromogenicum,Observation,MAPS_TO,,,0,,2001100171,MICROBEfi Level 0,Observation,2004-01-01,2099-12-31,,,Mycobacterium nonchromogenicum,,
1072-82,Mycobacterium poriferae,-1,,1,APPROVED,UNREVIEWED,,0,4240334,Mycobacterium poriferae,Observation,MAPS_TO,,,0,,2001100172,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium poriferae,,
1073-12,Mycobacterium pulveris,-1,,1,APPROVED,UNREVIEWED,,0,4269068,Mycobacterium pulveris,Observation,MAPS_TO,,,0,,2001100173,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium pulveris,,
1074-00,Mycobacterium rhodesiae,-1,,1,APPROVED,UNREVIEWED,,0,4218141,Mycobacterium rhodesiae,Observation,MAPS_TO,,,0,,2001100174,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium rhodesiae,,
1075-36,Rinovirus,-1,,0.97,APPROVED,NARROWER,PKo,0,4085000,Human rhinovirus,Observation,MAPS_TO,,PKo,0,,2001100175,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Rinovirus,,
1076-70,Mycobacterium sphagni,-1,,1,APPROVED,UNREVIEWED,,0,4301759,Mycobacterium sphagni,Observation,MAPS_TO,,,0,,2001100176,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium sphagni,,
1077-40,Streptococcus orisratti,-1,,1,APPROVED,UNREVIEWED,,0,4230882,Streptococcus orisratti,Observation,MAPS_TO,,,0,,2001100177,MICROBEfi Level 0,Observation,2004-01-01,2099-12-31,,,Streptococcus orisratti,,
1078-60,Chikungunya virus,-1,,1,APPROVED,UNREVIEWED,,0,4084793,Chikungunya virus,Observation,MAPS_TO,,,0,,2001100178,MICROBEfi Level 0,Observation,2006-01-01,2099-12-31,,,Chikungunya virus,,
1079-20,Mycobacterium tilburgii,-1,,0.63,APPROVED,WIDER,PKo,0,4348029,Mycobacterium,Observation,MAPS_TO,,PKo,0,,2001100179,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium tilburgii,,
1080-71,Mycobacterium tokaiense,-1,,1,APPROVED,UNREVIEWED,,0,4219247,Mycobacterium tokaiense,Observation,MAPS_TO,,,0,,2001100180,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium tokaiense,,
1081-26,Salmonella Vitkin,-1,,1,APPROVED,UNREVIEWED,,0,4172667,Salmonella Vitkin,Observation,MAPS_TO,,,0,,2001100181,MICROBEfi Level 0,Observation,1998-01-01,2099-12-31,,,Salmonella Vitkin,,
1082-92,Mycobacterium vabaalennii,-1,,0.81,APPROVED,EQUIVALENT,PKo,0,37208315,Mycobacterium lehmannii,Observation,MAPS_TO,Source term typo suspected,PKo,0,,2001100182,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium vabaalennii,,
1083-30,Mycobacterium n. sp. 'Fuerth 1999',-1,,0.32,APPROVED,WIDER,PKo,0,4348029,Mycobacterium,Observation,MAPS_TO,,PKo,0,,2001100183,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium n. sp. 'Fuerth 1999',,
1084-42,Mycobacterium bovis ssp. caprae,-1,,0.66,APPROVED,EQUAL,PKo,0,4334308,Mycobacterium caprae,Observation,MAPS_TO,,PKo,0,,2001100184,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Mycobacterium bovis ssp. caprae,,
1085-67,Salmonella Mapo,-1,,1,APPROVED,UNREVIEWED,,0,4279623,Salmonella Mapo,Observation,MAPS_TO,,,0,,2001100185,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Salmonella Mapo,,
1086-81,Salmonella Bsilla,-1,,1,APPROVED,UNREVIEWED,,0,4017135,Salmonella Bsilla,Observation,MAPS_TO,,,0,,2001100186,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Salmonella Bsilla,,
1087-16,Actinomyces europaeus,-1,,1,APPROVED,UNREVIEWED,,0,4014250,Gleimia europaea,Observation,MAPS_TO,,,0,,2001100187,MICROBEfi Level 0,Observation,2004-01-01,2099-12-31,,,Actinomyces europaeus,,
1088-05,Salmonella Nanga,-1,,1,APPROVED,UNREVIEWED,,0,4216224,Salmonella Nanga,Observation,MAPS_TO,,,0,,2001100188,MICROBEfi Level 0,Observation,2008-01-01,2099-12-31,,,Salmonella Nanga,,
1089-51,Salmonella Houston,-1,,0.79,APPROVED,WIDER,PKo,0,4099188,Salmonella,Observation,MAPS_TO,,PKo,0,,2001100189,MICROBEfi Level 0,Observation,2009-01-01,2099-12-31,,,Salmonella Houston,,
1090-88,Salmonella Seattle,-1,,1,APPROVED,UNREVIEWED,,0,4193928,Salmonella Seattle,Observation,MAPS_TO,,,0,,2001100190,MICROBEfi Level 0,Observation,2013-01-01,2099-12-31,,,Salmonella Seattle,,
1091-55,Salmonella Vaertan,-1,,1,APPROVED,UNREVIEWED,,0,4139604,Salmonella Vaertan,Observation,MAPS_TO,,,0,,2001100191,MICROBEfi Level 0,Observation,2013-01-01,2099-12-31,,,Salmonella Vaertan,,
1092-29,Salmonella Cullingworth,-1,,1,APPROVED,UNREVIEWED,,0,4021843,Salmonella Cullingworth,Observation,MAPS_TO,,,0,,2001100192,MICROBEfi Level 0,Observation,2009-01-01,2099-12-31,,,Salmonella Cullingworth,,
1093-66,Salmonella Telelkebir,-1,,1,APPROVED,UNREVIEWED,,0,4273373,Salmonella Telelkebir,Observation,MAPS_TO,,,0,,2001100193,MICROBEfi Level 0,Observation,2009-01-01,2099-12-31,,,Salmonella Telelkebir,,
1094-10,Salmonella Altendorf,-1,,1,APPROVED,UNREVIEWED,,0,4010588,Salmonella Altendorf,Observation,MAPS_TO,,,0,,2001100194,MICROBEfi Level 0,Observation,2009-01-01,2099-12-31,,,Salmonella Altendorf,,
1095-02,Salmonella Soerenga,-1,,1,APPROVED,UNREVIEWED,,0,4049793,Salmonella Soerenga,Observation,MAPS_TO,,,0,,2001100195,MICROBEfi Level 0,Observation,2009-01-01,2099-12-31,,,Salmonella Soerenga,,
1096-99,Salmonella Djakarta,-1,,1,APPROVED,UNREVIEWED,,0,4185275,Salmonella Djakarta,Observation,MAPS_TO,,,0,,2001100196,MICROBEfi Level 0,Observation,2009-01-01,2099-12-31,,,Salmonella Djakarta,,
1097-31,Salmonella Aqua,-1,,1,APPROVED,UNREVIEWED,,0,4014240,Salmonella Aqua,Observation,MAPS_TO,,,0,,2001100197,MICROBEfi Level 0,Observation,2009-01-01,2099-12-31,,,Salmonella Aqua,,
1098-42,Salmonella Kenya,-1,,1,APPROVED,UNREVIEWED,,0,4238759,Salmonella Kenya,Observation,MAPS_TO,,,0,,2001100198,MICROBEfi Level 0,Observation,2009-01-01,2099-12-31,,,Salmonella Kenya,,
1099-76,Salmonella Adabraka,-1,,1,APPROVED,UNREVIEWED,,0,4011212,Salmonella Adabraka,Observation,MAPS_TO,,,0,,2001100199,MICROBEfi Level 0,Observation,2009-01-01,2099-12-31,,,Salmonella Adabraka,,
1101-86,Streptokokki ryhmä A,-1,,0.27,APPROVED,EQUAL,PKo,0,4213455,Streptococcus pyogenes,Observation,MAPS_TO,,PKo,0,,2001100200,MICROBEfi Level 0,Observation,2004-01-01,2099-12-31,,,Streptokokki ryhmä A,,
1102-76,Salmonella Wagadugu,-1,,1,APPROVED,UNREVIEWED,,0,4017262,Salmonella Wagadugu,Observation,MAPS_TO,,,0,,2001100201,MICROBEfi Level 0,Observation,2009-01-01,2099-12-31,,,Salmonella Wagadugu,,
1103-41,Salmonella Ouagadougou,-1,,0.63,APPROVED,WIDER,PKo,0,4099188,Salmonella,Observation,MAPS_TO,,PKo,0,,2001100202,MICROBEfi Level 0,Observation,2009-01-01,2099-12-31,,,Salmonella Ouagadougou,,
1104-60,Salmonella Oakland,-1,,1,APPROVED,UNREVIEWED,,0,4003590,Salmonella Oakland,Observation,MAPS_TO,,,0,,2001100203,MICROBEfi Level 0,Observation,2009-01-01,2099-12-31,,,Salmonella Oakland,,
1105-14,Staphylococcus pettenkoferi,-1,,1,APPROVED,UNREVIEWED,,0,4181305,Staphylococcus pettenkoferi,Observation,MAPS_TO,,,0,,2001100204,MICROBEfi Level 0,Observation,2013-01-01,2099-12-31,,,Staphylococcus pettenkoferi,,
1106-50,Fonsecaea sp.,-1,,0.81,APPROVED,EQUIVALENT,PKo,0,4053294,Fonsecaea,Observation,MAPS_TO,,PKo,0,,2001100205,MICROBEfi Level 0,Observation,1998-01-01,2099-12-31,,,Fonsecaea sp.,,
1107-04,Salmonella Warragul,-1,,1,APPROVED,UNREVIEWED,,0,4269646,Salmonella Warragul,Observation,MAPS_TO,,,0,,2001100206,MICROBEfi Level 0,Observation,2010-01-01,2099-12-31,,,Salmonella Warragul,,
