sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:sourceName_fi,ADD_INFO:validationMessages,ADD_INFO:autoUpdatingInfo
AA1FD,Trauma CT of head and face,-1,,0,APPROVED,UNREVIEWED,TYKS,1624320000000,4254070,CT of entire head,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300123,NCSPfi Level 3,Procedure,2018-12-01,2030-12-31,AA_,,Pään ja kasvojen trauma-tietokonetomografiatutkimus,,
AA1XD,Other special CT of head and brain,-1,,0,APPROVED,UNREVIEWED,TYKS,1624320000000,4254070,CT of entire head,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300125,NCSPfi Level 3,Procedure,1999-01-01,2003-11-04,AA_,,Pään muu TT,,
AA3AA,Facial bones X-ray examination,424,,0,APPROVED,UNREVIEWED,tyks,1623888000000,4284961,Diagnostic radiography of facial bones,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300129,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,AA_,,Kasvonluiden röntgen,,
AA3AD,CT of face,663,,0,APPROVED,UNREVIEWED,tays,1623974400000,4061008,CT of face,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300130,NCSPfi Level 3,Procedure,2011-01-01,2030-12-31,AA_,,Kasvojen tietokonetomografiatutkimus,,
AA3AI,Cone beam CT of facial bones,1568,,0,APPROVED,UNREVIEWED,tays,1596153600000,37397604,Cone beam CT of facial bone,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300131,NCSPfi Level 3,Procedure,2014-01-01,2030-12-31,AA_,,Kasvon luiden kartiokeilatutkimus,,
AA3BD,Extensive CT of face,-1,,0,APPROVED,UNREVIEWED,tays,1625011200000,4061008,CT of face,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300132,NCSPfi Level 3,Procedure,2011-01-01,2021-12-31,AA_,,Kasvojen laaja tietokonetomografiatutkimus,,
AA4BG,MRI examination of sella turcica with high intensity magnet,199,,0,APPROVED,UNREVIEWED,tyks,1623888000000,4082980,MRI of pituitary fossa,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300141,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,AA_,,Sellan magneettitutkimus,,
AA4BM,MRI examination of sella turcica with 3 Tesla magnet,37,,0,APPROVED,UNREVIEWED,tays,1625011200000,36713234,MRI of sella turcica without contrast,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300142,NCSPfi Level 3,Procedure,2009-01-01,2016-12-31,AA_,,Sellan 3 Teslan MT,,
AA4CG,Extensive MRI examination of sella turcica with high intensity magnet,2145,,0,APPROVED,UNREVIEWED,tays,1596153600000,2789364,Magnetic Resonance Imaging (MRI) of Sella Turcica/Pituitary Gland,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300145,NCSPfi Level 3,Procedure,2003-01-01,2030-12-31,AA_,,Sellan laaja magneettitutkimus,,
AA4CM,Extensive MRI examination of sella turcica with 3 Tesla magnet,601,,0,APPROVED,UNREVIEWED,tays,1625011200000,36713234,MRI of sella turcica without contrast,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300146,NCSPfi Level 3,Procedure,2009-01-01,2016-12-31,AA_,,Sellan laaja 3 Teslan MT,,
AA4DG,Very extensive MRI examination of sella turcica with high intensity magnet,137,,0,APPROVED,UNREVIEWED,tays,1625011200000,36713234,MRI of sella turcica without contrast,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300148,NCSPfi Level 3,Procedure,2003-01-01,2030-12-31,AA_,,Sellan erittäin laaja magneettitutkimus,,
AA5AK,Brain spectroscopy,-1,,0,APPROVED,UNREVIEWED,TYKS,1624924800000,4084305,Magnetic resonance spectroscopy of head,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300152,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,AA_,,Aivojen spektroskopia,,
AA5BD,CT of cerebral ischaemia,1396,,0,APPROVED,UNREVIEWED,tays,1596153600000,4198764,CT of brain perfusion,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300158,NCSPfi Level 3,Procedure,2016-01-01,2030-12-31,AA_,,Aivoiskemian tietokonetomografiatutkimus,,
AA5BD,CT of cerebral ischaemia,1396,,0,APPROVED,UNREVIEWED,tays,1596153600000,45765481,CT angiography of head and neck with contrast,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300158,NCSPfi Level 3,Procedure,2016-01-01,2030-12-31,AA_,,Aivoiskemian tietokonetomografiatutkimus,,
AA5DP,Brain metabolism PET,-1,,0,APPROVED,UNREVIEWED,TYKS,1631577600000,2212018,"Brain imaging, positron emission tomography (PET); metabolic evaluation",Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300165,NCSPfi Level 3,Procedure,2009-01-01,2018-11-30,AA_,,Aivojen hapenkulutuksen/aineenvaihdunnan PET,,
AA5DR,Brain metabolism PET with CT,108,,0,APPROVED,UNREVIEWED,tyks,1623888000000,37109091,PET CT of brain,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300166,NCSPfi Level 3,Procedure,2009-01-01,2030-12-31,AA_,,Aivojen hapenkulutuksen tai aineenvaihdunnan PET-tietokonetomografiatutkimus,,
AA5EN,Brain reseptor or transprot protein distribution isotope imaging,356,,0,APPROVED,UNREVIEWED,TYKS,1624320000000,4346514,Radionuclide study of neural receptors,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300168,NCSPfi Level 3,Procedure,2009-01-01,2030-12-31,AA_,,Aivoreseptoreiden tai kuljettajaproteiinien gammakuvaus,,
AA5FK,Functional assessment (fMRI) of brain,-1,,0,APPROVED,UNREVIEWED,tays,1625011200000,44801877,Functional magnetic resonance imaging of head,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300174,NCSPfi Level 3,Procedure,2011-01-01,2030-12-31,AA_,,Aivojen toiminnallinen tutkimus (fMRI),,
AA5HE,Brain ultrasound examination in a child,742,,0,APPROVED,UNREVIEWED,tays,1596153600000,2789561,Ultrasonography of Brain,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300182,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,AA_,,Lapsen aivojen ultraäänitutkimus,,
AA5JP,Brain metabolism extensive PET,-1,,0,APPROVED,UNREVIEWED,TYKS,1624320000000,2212018,"Brain imaging, positron emission tomography (PET); metabolic evaluation",Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300186,NCSPfi Level 3,Procedure,2009-01-01,2018-11-30,AA_,,Aivojen aineenvaihdunnan laaja PET,,
AA5JS,Extensive PET-MRI of brain metabolism,-1,,0,APPROVED,UNREVIEWED,TYKS,1631577600000,2212018,"Brain imaging, positron emission tomography (PET); metabolic evaluation",Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300187,NCSPfi Level 3,Procedure,2014-01-01,2030-12-31,AA_,,Aivojen aineenvaihdunnan laaja PET-magneettitutkimus,,
AA5JS,Extensive PET-MRI of brain metabolism,-1,,0,APPROVED,UNREVIEWED,TYKS,1631577600000,36685426,PET MRI of head,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300187,NCSPfi Level 3,Procedure,2014-01-01,2030-12-31,AA_,,Aivojen aineenvaihdunnan laaja PET-magneettitutkimus,,
AA5LP,Brain reseptor or transportprotein extensive PET,-1,,0,APPROVED,UNREVIEWED,TYKS,1624320000000,4346514,Radionuclide study of neural receptors,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300191,NCSPfi Level 3,Procedure,2009-01-01,2018-11-30,AA_,,Aivojen reseptoreiden/transportterien laaja PET,,
AA5NK,Tractography within white matter of central nervous system,-1,,0,APPROVED,UNREVIEWED,tyks,1623888000000,40489396,Diffusion tractography,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300193,NCSPfi Level 3,Procedure,2009-01-01,2030-12-31,AA_,,Keskushermoston traktografia,,2025-03-27 | conceptName changed from Diffusion tensor magnetic resonance imaging of cerebral nerve tracts to Diffusion tractography
AA5PD,CT examination of brain pefusion,906,,0,APPROVED,UNREVIEWED,tays,1596153600000,4198764,CT of brain perfusion,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300195,NCSPfi Level 3,Procedure,2003-01-01,2030-12-31,AA_,,Aivojen perfuusio-TT,,
AA5SP,Brain reseptor or transport protein very extensive PET,-1,,0,APPROVED,UNREVIEWED,TYKS,1631577600000,35608075,Positron emission tomography of brain,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300199,NCSPfi Level 3,Procedure,2009-01-01,2018-11-30,AA_,,Aivojen reseptoreiden/transportterien erittäin laaja PET,,
AA6AD,Cranial bones CT examination,54,,0,APPROVED,UNREVIEWED,tays,1625011200000,4058334,CT of skull,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300203,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,AA_,,Kallon luiden tietokonetomografiatutkimus,,
AA6BD,Cranial bones extensive CT examination,-1,,0,APPROVED,UNREVIEWED,tays,1625011200000,4058334,CT of skull,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300204,NCSPfi Level 3,Procedure,2003-01-01,2021-12-31,AA_,,Kallon luiden laaja tietokonetomografiatutkimus,,
AA7AA,Liquor cerebri shunt X-ray examinatin without contrast,584,,0,APPROVED,UNREVIEWED,tays,1623974400000,40483836,X-ray of cerebrospinal fluid shunt,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300207,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,AA_,,Aivonesteyhdystien ja laitteiston röntgen (sunttiröntgen),,
PA2AC,Cerebral angiography with X-ray,309,,0,APPROVED,UNREVIEWED,tyks,1623888000000,4138836,Angiography of cerebral arteries,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300222,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,AA_,,Aivovaltimoiden varjoainetutkimus,,2025-03-27 | conceptName changed from Arteriography of cerebral arteries to Angiography of cerebral arteries
PA2BC,Cerebral extensive angiography with X-ray,587,,0,APPROVED,UNREVIEWED,TYKS,1624320000000,4107292,Angiography of cervicocerebral arteries,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300225,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,AA_,,Aivovaltimoiden laaja varjoainetutkimus,,
PA2CC,Cerebral very extensive angiography with X-ray,370,,0,APPROVED,UNREVIEWED,tays,1623974400000,4138836,Angiography of cerebral arteries,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300227,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,AA_,,Aivovaltimoiden erittäin laaja varjoainetutkimus,,2025-03-27 | conceptName changed from Arteriography of cerebral arteries to Angiography of cerebral arteries
PA3AC,Carotis angiography with X-ray,1891,,0,APPROVED,UNREVIEWED,tays,1596153600000,4119903,Selective angiography of carotid artery,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300228,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,AA_,,Karotisvaltimoiden selektiivinen varjoainetutkimus,,2025-03-27 | conceptName changed from Selective carotid artery arteriography to Selective angiography of carotid artery
PA4AC,Vertebralis angiography with X-ray,1002,,0,APPROVED,UNREVIEWED,tays,1596153600000,4022024,Angiography of vertebral artery,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300230,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,AA_,,Nikamavaltimoiden varjoainetutkimus,,2025-03-27 | conceptName changed from Vertebral arteriogram to Angiography of vertebral artery
PA7AD,CT angiography of head and neck vasculature,431,,0,APPROVED,UNREVIEWED,TYKS,1624320000000,45765481,CT angiography of head and neck with contrast,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300233,NCSPfi Level 3,Procedure,2017-01-01,2030-12-31,AA_,,Pään ja kaulan verisuonten TT-angiografia,,
PA7BD,CT angiography of neck and brain,1217,,0,APPROVED,UNREVIEWED,tays,1596153600000,45765481,CT angiography of head and neck with contrast,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300235,NCSPfi Level 3,Procedure,2009-01-01,2021-12-31,AA_,,Pään ja kaulan verisuonten laaja TT-angiografia,,
AAA00,Exploratory craniotomy,28,,0,APPROVED,UNREVIEWED,tays,1596153600000,4075430,Exploratory open craniotomy,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300244,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAA,,Kallon aukaisu tutkimustarkoituksessa,,
AAA27,Insertion of intracerebral pressure monitoring device,104,,0,APPROVED,UNREVIEWED,tays,1623974400000,4045610,Introduction of intracranial pressure measuring device,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300248,NCSPfi Level 3,Procedure,2000-01-01,2030-12-31,AAA,,Aivokudoksen paineanturin asettaminen,,2025-03-27 | domainId updated from Observation to Procedure
AAA50,Intracranial endoscopy,-1,,0,APPROVED,UNREVIEWED,tays,1596153600000,4163842,Intracranial endoscopy,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300253,NCSPfi Level 3,Procedure,2007-01-01,2030-12-31,AAA,,Aivojen tähystys,,
AAB00,Extirpation of intracranial lesion,2145,,0,APPROVED,UNREVIEWED,Auto-remapping using OHDSI release 2024-08-29,1727395200000,37169827,Excision of lesion of brain,Procedure,MAPS_TO,,Mikolaj Wojnicki,1727395200000,,2001300256,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAB,,Aivokasvaimen tai aivomuutoksen poisto,,
AAB10,Partial excision of intracranial lesion,2721,,0,APPROVED,UNREVIEWED,tays,1596153600000,40486442,Partial excision of lesion of brain,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300257,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAB,,Aivokasvaimen tai aivomuutoksen poisto osittain,,
AAC00,Ligature of intracranial aneurysm,649,,0,APPROVED,UNREVIEWED,tays,1596153600000,4047008,Ligation of intracranial aneurysm,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300262,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAC,,Aivovaltimopullistuman kaulan sulkeminen,,
AAC15,Trapping of intracranial aneurysm,-1,,0,APPROVED,UNREVIEWED,tays,1596153600000,4045870,Trapping of intracranial aneurysm,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300265,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAC,,Aivovaltimopullistuman menevän ja tulevan valtimon sulkeminen,,
AAC40,Extirpation of intracranial arterio-venous malformation,46,,0,APPROVED,UNREVIEWED,tays,1623974400000,4045952,Excision of intracranial arteriovenous malformation,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300268,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAC,,Aivoverisuoniepämuodostuman poisto,,
AAD00,Evacuation of epidural haematoma,61,,0,APPROVED,UNREVIEWED,tays,1623974400000,4063759,Evacuation of intracranial extradural hematoma,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300271,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAD,,"Verihyytymän poisto kovan aivokalvon päältä, epiduraalitilasta",,
AAD05,Evacuation of acute subdural haematoma,295,,0,APPROVED,UNREVIEWED,TYKS,1624320000000,4242877,Evacuation of subdural hematoma,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300272,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAD,,"Verihyytymän poisto kovan aivokalvon alta, akuutti subduraali",,
AAD10,Evacuation of chronic subdural haematoma,1102,,0,APPROVED,UNREVIEWED,tyks,1623888000000,4242877,Evacuation of subdural hematoma,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300273,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAD,,"Verihyytymän poisto kovan aivokalvon alta, krooninen subduraali",,
AAD15,Evacuation of traumatic intracerebral haematoma,122,,0,APPROVED,UNREVIEWED,tays,1623974400000,4019540,Evacuation of intracerebral hematoma,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300275,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAD,,Aivokudoksen verihyytymän tai ruhjeen poisto,,
AAE32,Translabyrinthine excision acoustic neurinome,-1,,0,APPROVED,UNREVIEWED,TYKS,1624924800000,4103961,Removal of acoustic neuroma,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300288,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAE,,Akustikusneurinooman poisto translabyrintaarisesti,,
AAE32,Translabyrinthine excision acoustic neurinome,-1,,0,APPROVED,UNREVIEWED,TYKS,1624924800000,4127940,Translabyrinthine approach,Observation,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300288,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAE,,Akustikusneurinooman poisto translabyrintaarisesti,,
AAE99,Other operation by cranial base approach,-1,,0,APPROVED,UNREVIEWED,TYKS,1624924800000,4233946,Operative procedure on head,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300292,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAE,,Muu kallonpohjan kautta tehtävä leikkaus,,
AAF00,Ventriculostomy,561,,0,APPROVED,UNREVIEWED,tays,1596153600000,4271587,Ventriculostomy,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300294,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAF,,Aivokammioavanteen teko,,
AAF05,Ventriculoperitoneal shunt,730,,0,APPROVED,UNREVIEWED,tays,1596153600000,4188466,Ventriculoperitoneal shunt,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300295,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAF,,Aivokammion kanavointi vatsaonteloon,,
AAF10,Lumboperitoneal shunt,10,,0,APPROVED,UNREVIEWED,tays,1596153600000,4066308,Creation of lumboperitoneal shunt,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300296,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAF,,Selkäydinkanavan kanavointi vatsaonteloon,,
AAF15,Ventriculoatrial shunt,77,,0,APPROVED,UNREVIEWED,tays,1596153600000,4222516,Ventriculoatrial anastomosis with valve,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300297,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAF,,Aivokammion kanavointi sydämen eteiseen,,
AAF20,Revision of shunt of ventricle of brain,466,,0,APPROVED,UNREVIEWED,TYKS,1624320000000,4218755,Revision of cerebral ventricular shunt,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300298,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAF,,Aivonesteyhdystien korjaaminen,,
AAF25,Removal of shunt of ventricle of brain,168,,0,APPROVED,UNREVIEWED,tays,1623974400000,4048938,Removal of shunt tubing from ventricle of brain,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300299,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAF,,Aivonesteyhdystien poisto,,
AAF35,Implantation of reservoir for intraventricular therapy,-1,,0,APPROVED,UNREVIEWED,tays,1623974400000,4171393,Implantation of Ommaya reservoir,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300301,NCSPfi Level 3,Procedure,1999-01-01,2030-12-31,AAF,,Aivokammioiden sisäisen lääkehoidon toteuttamiseen tarkoitetun ihonalaisen säiliön asettaminen,,
AAG00,Stereotactic intracranial biopsy,202,,0,APPROVED,UNREVIEWED,tays,1623974400000,4062876,Stereotactic biopsy of brain,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300307,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAG,,Koepalan otto stereotaktisen laitteen avulla,,
AAG20,Stereotactic intracranial implantation of electrodes,91,,0,APPROVED,UNREVIEWED,tays,1623974400000,40489804,Implantation of electrode into brain using stereotactic guidance,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300309,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAG,,Stereotaktinen aivoelektrodien asettaminen,,
AAH20,Decompression of cranial nerve,14,,0,APPROVED,UNREVIEWED,tays,1596153600000,4311112,Decompression of cranial nerve,Procedure,MAPS_TO,,Mikolaj Wojnicki,1590969600000,,2001300316,NCSPfi Level 3,Procedure,1900-01-01,2030-12-31,AAH,,Aivohermon vapautus,,
