sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:sourceName_fi,ADD_INFO:validationMessages
40M,Pediatric Nephrology,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,45756813,Pediatric Nephrology,Provider,MAPS_TO,,TAYS,1596153600000,,2001000140,MEDSPECfi Level 1,Provider,1994-01-01,2099-12-31,,,Lasten nefrologia,
50,Eye Diseases,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004463,Ophthalmology,Provider,MAPS_TO,,TAYS,1596153600000,,2001000141,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Silmätaudit,
50N,Neurophthalmology,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,903241,Neuro-Ophthalmology,Provider,MAPS_TO,,TAYS,1596153600000,,2001000142,MEDSPECfi Level 1,Provider,1994-01-01,2099-12-31,,,Neuro-oftalmologia,
55,"Ear, nose and throat diseases",-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004449,Otolaryngology,Provider,MAPS_TO,,TAYS,1596153600000,,2001000143,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,"Korva-, nenä- ja kurkkutaudit",
55A,"Allergology of Ear, Nose and Throat",-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38003921,Otolaryngic Allergy,Provider,MAPS_TO,,TAYS,1596153600000,,2001000144,MEDSPECfi Level 1,Provider,1994-01-01,2099-12-31,,,"Korva-, nenä ja kurkkutautien allergologia",
55B,Audiology,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004489,Audiology,Provider,MAPS_TO,,TAYS,1596153600000,,2001000145,MEDSPECfi Level 1,Provider,1994-01-01,2099-12-31,,,Audiologia,
57,Foniatria,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004489,Audiology,Provider,MAPS_TO,,TAYS,1596153600000,,2001000146,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Foniatria,
57B,Audiology,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004489,Audiology,Provider,MAPS_TO,,TAYS,1596153600000,,2001000147,MEDSPECfi Level 1,Provider,1994-01-01,2099-12-31,,,Audiologia (foniatria),
58,"Dental, oral and maxillofacial diseases",-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,903277,Dentistry,Provider,MAPS_TO,,TAYS,1596153600000,,2001000148,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,"Hammas-, suu- ja leukasairaudet",
58V,Oral and Maxillofacial Surgery,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004464,Oral Surgery,Provider,MAPS_TO,,TAYS,1596153600000,,2001000149,MEDSPECfi Level 1,Provider,1994-01-01,2099-12-31,,,Suu-ja leukakirurgia,
58X,Orthodontics,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,44777673,Orthodontics,Provider,MAPS_TO,,TAYS,1596153600000,,2001000150,MEDSPECfi Level 1,Provider,2010-01-01,2099-12-31,,,Hampaiston oikomishoito,
58Y,Clinical Dentistry,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38003675,General Dentistry,Provider,MAPS_TO,,TAYS,1596153600000,,2001000151,MEDSPECfi Level 1,Provider,1994-01-01,2099-12-31,,,Kliininen hammashoito,
60,Skin Diseases and Allergology,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38003841,Clinical and Laboratory Dermatological Immunology,Provider,MAPS_TO,,TAYS,1596153600000,,2001000152,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Ihotaudit ja allergologia,
60A,Allergology of Dermatology,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38003841,Clinical and Laboratory Dermatological Immunology,Provider,MAPS_TO,,TAYS,1596153600000,,2001000153,MEDSPECfi Level 1,Provider,1994-01-01,2099-12-31,,,Ihotautien allergologia,
60C,Occupational Skin Diseases,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004452,Dermatology,Provider,MAPS_TO,,TAYS,1596153600000,,2001000154,MEDSPECfi Level 1,Provider,1994-01-01,2099-12-31,,,Ammatti-ihotaudit,
65,Cancers,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004507,Medical Oncology,Provider,MAPS_TO,,TAYS,1596153600000,,2001000155,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Syöpätaudit,
70,Psychiatry,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004469,Psychiatry,Provider,MAPS_TO,,TAYS,1596153600000,,2001000156,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Psykiatria,
70F,Geriatric Psychiatry,-1,,0,APPROVED,UNREVIEWED,TYKS,1638835200000,38004470,Geriatric Psychiatry,Provider,MAPS_TO,,TYKS,1638835200000,,2001000157,MEDSPECfi Level 1,Provider,1994-01-01,2099-12-31,,,Geriatrinen psykiatria,
70X,Adolescent psychiatry,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,45756756,Child and Adolescent Psychiatry,Provider,MAPS_TO,,TAYS,1596153600000,,2001000158,MEDSPECfi Level 1,Provider,1994-01-01,2006-12-31,,,Nuorisopsykiatria (psykiatria),
70Z,Forensic Psychiatry,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,45756775,Forensic Psychiatry,Provider,MAPS_TO,,TAYS,1596153600000,,2001000159,MEDSPECfi Level 1,Provider,1994-01-01,2099-12-31,,,Oikeuspsykiatria,
74,Adolescent Psychiatry,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,45756756,Child and Adolescent Psychiatry,Provider,MAPS_TO,,TAYS,1596153600000,,2001000160,MEDSPECfi Level 0,Provider,2003-01-01,2099-12-31,,,Nuorisopsykiatria,
75,Child Psychiatry,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,45756756,Child and Adolescent Psychiatry,Provider,MAPS_TO,,TAYS,1596153600000,,2001000161,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Lastenpsykiatria,
75X,Adolescent Psychiatry,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,45756756,Child and Adolescent Psychiatry,Provider,MAPS_TO,,TAYS,1596153600000,,2001000162,MEDSPECfi Level 1,Provider,1994-01-01,2006-12-31,,,Nuorisopsykiatria (lastenpsykiatria),
77,Neurology,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004458,Neurology,Provider,MAPS_TO,,TAYS,1596153600000,,2001000163,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Neurologia,
77F,Neurological Geriatrics,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004458,Neurology,Provider,MAPS_TO,,TAYS,1596153600000,,2001000164,MEDSPECfi Level 1,Provider,1994-01-01,2099-12-31,,,Neurologinen geriatria,
78,Pediatric Neurology,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,44777781,Paediatric neurology,Provider,MAPS_TO,,TAYS,1596153600000,,2001000165,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Lastenneurologia,
80,Lung Diseases,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004472,Pulmonary Disease,Provider,MAPS_TO,,TAYS,1596153600000,,2001000166,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Keuhkosairaudet,
80A,Lung Diseases and Allergology,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004472,Pulmonary Disease,Provider,MAPS_TO,,TAYS,1596153600000,,2001000167,MEDSPECfi Level 1,Provider,1994-01-01,2099-12-31,,,Keuhkosairaudet ja allergologia,
91K,Clinical Pharmacology and Pharmacotherapy,-1,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2001000168,MEDSPECfi Level 1,Provider,2021-03-01,2099-12-31,,,Kliininen farmakologia ja lääkehoito,
93,Sports Medicine,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,903256,Sports Medicine,Provider,MAPS_TO,,TAYS,1596153600000,,2001000169,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Liikuntalääketiede,
94,Hereditary Medicine,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,32411,Clinical Cytogenetics and Genomics,Provider,MAPS_TO,,TAYS,1596153600000,,2001000170,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Perinnöllisyyslääketiede,
95,Occupational Medicine and Occupational Health,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,44777713,Occupatioal Medicine,Provider,MAPS_TO,,TAYS,1596153600000,,2001000171,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Työlääketiede ja työterveyshuolto,
96,Physiatry,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004468,Physical Medicine And Rehabilitation,Provider,MAPS_TO,,TAYS,1596153600000,,2001000172,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Fysiatria,
97,Geriatrics,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004478,Geriatric Medicine,Provider,MAPS_TO,,TAYS,1596153600000,,2001000173,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Geriatria,
98,General Medicine,-1,,0,APPROVED,UNREVIEWED,TAYS,1596153600000,38004446,General Practice,Provider,MAPS_TO,,TAYS,1596153600000,,2001000174,MEDSPECfi Level 0,Provider,1994-01-01,2099-12-31,,,Yleislääketiede,
