sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:sourceName_fi,ADD_INFO:obsolete_conceptId,ADD_INFO:validationMessages
-46,Consultation primary care provider,388,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000117,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Perusterveydenhuollon asiantuntijan konsultaatio,,
-47,Consultation with specialist,59,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000118,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Erikoislääkärin konsultaatio,,
-48,Clarification/discussion RFE/demand,9871,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000119,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Potilaan tarpeiden/tulosyyn selvittäminen,,
-49,Other preventive procedure,1857,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000120,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Muu ennaltaehkäisevä toimenpide,,
-50,Medication/prescr/renewal,26279,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000121,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Lääkitys/lääkemääräys/uusinta/injektio,,
-51,I&d/flush/aspiration,2171,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000122,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto,,
-52,Exc/remov/biopsy/destruc/debrid/caut,324,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000123,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto,,
-53,Instrument/catheter/intubate/dilate,431,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000124,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Katetrointi/intubointi/laajentaminen,,
-54,Repair/fix-suture/cast/prosth device,4757,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000125,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto),,
-55,Local injection/infiltration,2463,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000126,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Paikallinen lääkeaineinjektio,,
-56,Dressing/pressure/compress/tamponade,7990,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000127,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Sidos/kompressi/tamponointi,,
-57,Physical medicine/rehabilitation,2551,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000128,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Fysikaalinen hoito / kuntoutus,,
-58,Therapeutic counselling/listening,2538,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000129,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Terapeuttinen neuvonta / kuuntelu,,
-59,Other therap proced/minor surg NEC,6041,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000130,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia,,
-60,Result test/procedure,36522,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000131,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Tutkimustulosten kuuleminen,,
-61,Result examination/test/record/letter from other provider,636,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000132,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta,,
-62,Administrative procedure,9113,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000133,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Hallinnollinen toimenpide,,
-63,Follow-up encounter unspecified,437,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000134,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Muu seurantakäynti,,
-64,Encounter/prob initiated by provider,5904,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000135,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Hoidonantajan käynnistämä tapahtuma,,
-65,Enc/prob init by other than pt/prov,884,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000136,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Muun henkilön käynnistämä tapahtuma,,
-66,Referral to non-MD provider,259,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000137,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Lähete perusterveydenhuollon ammattihenkilölle (pl. lääkäri),,
-67,Referral to physician/hospital,857,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000138,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Lähete erikoislääkärille/sairaalaan,,
-68,Other referral NEC,213,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000139,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Muu lähete,,
-69,Other reason for encounter NEC,11453,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000140,ICPC2proc,Procedure,1970-01-01,2099-12-31,,,Muu käynnin syy,,
A,General and Unspecified,0,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000141,ICPC2,Condition,1970-01-01,2099-12-31,,,Yleiset ja epämääräiset,,
A01,Pain general/multiple sites,135993,,0,APPROVED,UNREVIEWED,Javier,1665705600000,4329041,Pain,Condition,MAPS_TO,,Javier,1590969600000,,2002000142,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Kipu, yleinen / monessa paikassa",,
A02,Chills,1471,,0,APPROVED,UNREVIEWED,Auto-remapping using OHDSI release 2024-08-29,1727395200000,441840,Clinical finding,Observation,MAPS_TO,,Javier,1727395200000,,2002000143,ICPC2,Condition,1970-01-01,2099-12-31,A,,Vilunväristykset,4147183,
A02,Chills,1471,,0,APPROVED,UNREVIEWED,Auto-remapping using OHDSI release 2024-08-29,1727395200000,46234710,Symptom,Observation,MAPS_TO,,Javier,1590969600000,,2002000143,ICPC2,Condition,1970-01-01,2099-12-31,A,,Vilunväristykset,4147183,
A03,Fever,60969,,0,APPROVED,UNREVIEWED,Javier,1665705600000,437663,Fever,Condition,MAPS_TO,,Javier,1590969600000,,2002000144,ICPC2,Condition,1970-01-01,2099-12-31,A,,Kuume,,
A04,Weakness/tiredness general,439307,,0,APPROVED,UNREVIEWED,Javier,1665705600000,439926,Malaise and fatigue,Observation,MAPS_TO,,Javier,1590969600000,,2002000145,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Heikkous/väsymys, yleinen",,
A05,Feeling ill,29170,,0,APPROVED,UNREVIEWED,Javier,1665705600000,439926,Malaise and fatigue,Observation,MAPS_TO,,Javier,1590969600000,,2002000146,ICPC2,Condition,1970-01-01,2099-12-31,A,,Sairauden tunne,,
A06,Fainting/syncope,2419,,0,APPROVED,UNREVIEWED,Javier,1665705600000,372448,Loss of consciousness,Observation,MAPS_TO,,Javier,1590969600000,,2002000147,ICPC2,Condition,1970-01-01,2099-12-31,A,,Pyörtyminen,,
A07,Coma,334,,0,APPROVED,UNREVIEWED,Javier,1665705600000,380834,Coma,Condition,MAPS_TO,,Javier,1590969600000,,2002000148,ICPC2,Condition,1970-01-01,2099-12-31,A,,Tajuttomuus,,
A08,Swelling,35874,,0,APPROVED,EQUAL,Anna Hammais,1729609655872,4275722,Swelling,Condition,MAPS_TO,,Anna Hammais,1729609654916,,2002000149,ICPC2,Condition,1970-01-01,2099-12-31,A,,Turvotus,4147183,
A09,Sweating problem,1737,,0,APPROVED,UNREVIEWED,Javier,1665705600000,138565,Hyperhidrosis,Condition,MAPS_TO,,Javier,1590969600000,,2002000150,ICPC2,Condition,1970-01-01,2099-12-31,A,,Hikoiluongelma,,
A10,Bleeding/haemorrhage NOS,1123,,0,APPROVED,UNREVIEWED,Javier,1665705600000,437312,Bleeding,Condition,MAPS_TO,,Javier,1590969600000,,2002000151,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Verenvuoto, määrittämätön",,
A11,Chest pain NOS,21497,,0,APPROVED,UNREVIEWED,Javier,1665705600000,77670,Chest pain,Condition,MAPS_TO,,Javier,1590969600000,,2002000152,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Rintakipu, määrittämätön",,
A13,Concern/fear medical treatment,12658,,0,APPROVED,UNREVIEWED,Javier,1665705600000,4216670,Worried well,Observation,MAPS_TO,,Javier,1590969600000,,2002000153,ICPC2,Condition,1970-01-01,2099-12-31,A,,Huoli lääkkeen/hoidon sivuvaikutuksesta,,
A16,Irritable infant,34,,0,APPROVED,UNREVIEWED,Javier,1665705600000,441406,Disorder of fetus and/or newborn,Condition,MAPS_TO,,Javier,1590969600000,,2002000154,ICPC2,Condition,1970-01-01,2099-12-31,A,,Ärtyisä vauva,,
A18,Concern about appearance,108,,0,APPROVED,UNREVIEWED,Auto-remapping using OHDSI release 2024-08-29,1727395200000,4116798,Finding of general observation of appearance,Observation,MAPS_TO,,Javier,1727395200000,,2002000155,ICPC2,Condition,1970-01-01,2099-12-31,A,,Huoli ulkonäöstä,4168684,
A20,Euthanasia request/discussion,18,,0,APPROVED,UNREVIEWED,Javier,1665705600000,4254477,Counseling,Procedure,MAPS_TO,,Javier,1590969600000,,2002000156,ICPC2,Condition,1970-01-01,2099-12-31,A,,Eutanasiaan liittyvä keskustelu/pyyntö,,
A21,Risk factor for malignancy,469,,0,APPROVED,UNREVIEWED,Javier,1665705600000,4144289,H/O: malignant neoplasm,Observation,MAPS_TO,,Javier,1590969600000,,2002000157,ICPC2,Condition,1970-01-01,2099-12-31,A,,Syöpäsairauden riskitekijä,,ERROR OUTDATED standardConcept: standardConcept for conceptId 4144289 has changed to non-standard
A23,Risk factor NOS,44722,,0,APPROVED,UNREVIEWED,Javier,1665705600000,4058852,History of risk factor,Observation,MAPS_TO,,Javier,1590969600000,,2002000158,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Sairauden riskitekijä, määrittämätön",,ERROR OUTDATED standardConcept: standardConcept for conceptId 4058852 has changed to non-standard
A25,Fear of death/dying,54,,0,APPROVED,UNREVIEWED,Javier,1665705600000,4216670,Worried well,Observation,MAPS_TO,,Javier,1590969600000,,2002000159,ICPC2,Condition,1970-01-01,2099-12-31,A,,Kuolemanpelko,,
A26,"Fear of cancer, NOS",790,,0,APPROVED,UNREVIEWED,Javier,1665705600000,4216670,Worried well,Observation,MAPS_TO,,Javier,1590969600000,,2002000160,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Huoli/pelko syövästä, määrittämätön",,
A27,Fear of other disease NOS,12417,,0,APPROVED,UNREVIEWED,Javier,1665705600000,4216670,Worried well,Observation,MAPS_TO,,Javier,1590969600000,,2002000161,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Huoli/pelko muusta sairaudesta, määrittämätön",,
A28,Limited function/disability NOS,3374746,,0,APPROVED,UNREVIEWED,Javier,1665705600000,4137049,Disability affecting daily living,Observation,MAPS_TO,,Javier,1590969600000,,2002000162,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Toiminnanvajaus, määrittämätön",,
A29,General symptom/complaint other,328941,,0,APPROVED,UNREVIEWED,Auto-remapping using OHDSI release 2024-08-29,1727395200000,441840,Clinical finding,Observation,MAPS_TO,,Javier,1727395200000,,2002000163,ICPC2,Condition,1970-01-01,2099-12-31,A,,Muu yleisoire/-vaiva,4147183,
A29,General symptom/complaint other,328941,,0,APPROVED,UNREVIEWED,Auto-remapping using OHDSI release 2024-08-29,1727395200000,46234710,Symptom,Observation,MAPS_TO,,Javier,1590969600000,,2002000163,ICPC2,Condition,1970-01-01,2099-12-31,A,,Muu yleisoire/-vaiva,4147183,
A30,"General and Unspecified, Medical examin/health eval complete",2934,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000164,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Laaja terveydentilan arviointi/tarkastus",,
A31,"General and Unspecified, Medical examin/health eval partial",5005,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000165,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Suppea terveydentilan arviointi/tarkastus",,
A32,"General and Unspecified, Sensitivity test",69,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000166,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Allergiatutkimus",,
A33,"General and Unspecified, Microbiological/immunological test",94,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000167,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Mikrobiologinen/immunologinen koe",,
A34,"General and Unspecified, Blood test",2614,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000168,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Veritutkimus",,
A35,"General and Unspecified, Urine test",835,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000169,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Virtsatutkimus",,
A36,"General and Unspecified, Faeces test",39,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000170,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Ulostetutkimus",,
A37,"General and Unspecified, Histological/exfoliative cytology",136,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000171,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Histologinen/sytologinen tutkimus",,
A38,"General and Unspecified, Other laboratory test NEC",1324,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000172,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Muu laboratoriotutkimus",,
A39,"General and Unspecified, Physical function test",209,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000173,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Kliininen toimintakoe",,
A40,"General and Unspecified, Diagnostic endoscopy",45,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000174,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Diagnostinen endoskopia",,
A41,"General and Unspecified, Diagnostic radiology/imaging",127,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000175,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Diagnostinen kuvantaminen",,
A42,"General and Unspecified, Electrical tracing",132,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000176,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Elektrofysiologinen tutkimus",,
A43,"General and Unspecified, Other diagnostic procedure",630,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000177,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Muu tutkimustoimenpide",,
A44,"General and Unspecified, Preventive immunization/medic",15002,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000178,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Rokotus / ennaltaehkäisevä lääkitys",,
A45,"General and Unspecified, Observ/health educat/advice/diet",2653,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000179,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Seuranta/terveysneuvonta/ruokavalioneuvonta",,
A46,"General and Unspecified, Consultation primary care provider",225,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000180,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Perusterveydenhuollon asiantuntijan konsultaatio",,
A47,"General and Unspecified, Consultation with specialist",39,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000181,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Erikoislääkärin konsultaatio",,
A48,"General and Unspecified, Clarification/discussion RFE/demand",17761,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000182,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Potilaan tarpeiden/tulosyyn selvittäminen",,
A49,"General and Unspecified, Other preventive procedure",879,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000183,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Muu ennaltaehkäisevä toimenpide",,
A50,"General and Unspecified, Medication/prescr/renewal",11966,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000184,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Lääkitys/lääkemääräys/uusinta/injektio",,
A51,"General and Unspecified, I&d/flush/aspiration",148,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000185,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto",,
A52,"General and Unspecified, Exc/remov/biopsy/destruc/debrid/caut",35,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000186,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto",,
A53,"General and Unspecified, Instrument/catheter/intubate/dilate",57,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000187,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Katetrointi/intubointi/laajentaminen",,
A54,"General and Unspecified, Repair/fix-suture/cast/prosth device",2150,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000188,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)",,
A55,"General and Unspecified, Local injection/infiltration",2995,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000189,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Paikallinen lääkeaineinjektio",,
A56,"General and Unspecified, Dressing/pressure/compress/tamponade",552,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000190,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Sidos/kompressi/tamponointi",,
A57,"General and Unspecified, Physical medicine/rehabilitation",905,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000191,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Fysikaalinen hoito / kuntoutus",,
A58,"General and Unspecified, Therapeutic counselling/listening",1181,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000192,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Terapeuttinen neuvonta / kuuntelu",,
A59,"General and Unspecified, Other therap proced/minor surg NEC",1050,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000193,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia",,
A60,"General and Unspecified, Result test/procedure",13461,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000194,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Tutkimustulosten kuuleminen",,
A61,"General and Unspecified, Result examination/test/record/letter from other provider",1075,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000195,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta",,
A62,"General and Unspecified, Administrative procedure",5455,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000196,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Hallinnollinen toimenpide",,
A63,"General and Unspecified, Follow-up encounter unspecified",3781,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000197,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Muu seurantakäynti",,
A64,"General and Unspecified, Encounter/prob initiated by provider",393,,0,UNCHECKED,UNREVIEWED,Javier,1665705600000,0,Unmapped,,MAPS_TO,,,0,,2002000198,ICPC2,Condition,1970-01-01,2099-12-31,A,,"Yleiset ja epämääräiset, Hoidonantajan käynnistämä tapahtuma",,
