sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:sourceName_fi,ADD_INFO:validationMessages
2124,"Intracranial pressure measurement, intraventricular",0,,0.57,UNCHECKED,UNREVIEWED,,0,4052738,Intracranial pressure monitor removal,Procedure,MAPS_TO,,<auto>,1642063480320,,2000100204,FHL,Procedure,1970-01-01,2099-12-31,,,"Kallosisäinen paineenmittaus, intraventrikulaarinen",
7323,Electrosection of TU bladder wall change,0,,0.45,FLAGGED,UNREVIEWED,,0,4343018,Open operation on content or wall of bladder,Procedure,MAPS_TO,,<auto>,1642063480653,,2000101177,FHL,Procedure,1970-01-01,2099-12-31,,,TU rakonseinämän muutoksen elektroresektio,WARNING: OUTDATED: standard_concept for conceptId 4343018 has changed to non-standard
1411,Laparoscopy and cyst puncture,33,,0.64,UNCHECKED,UNREVIEWED,,0,46272779,Fluoroscopy guided puncture of cyst,Procedure,MAPS_TO,,<auto>,1642063480949,,2000100156,FHL,Procedure,1970-01-01,2099-12-31,,,Laparoskopia ja kystan punktio,
9478,"Tendoraphy or reconstruction, e.g., graft, reflex, tenodesis",32,,0.3,UNCHECKED,UNREVIEWED,,0,4189088,Reconstruction of penis with graft,Procedure,MAPS_TO,,<auto>,1642063481212,,2000101587,FHL,Procedure,1970-01-01,2099-12-31,,,"Tendorafia tai rekonstruktio, esim. siirre, refiksaatio, tenodeesi",
9126,"Closed reduction and osteosynthesis (eg Kirchner, Kuntscher, Ender)",15,,0.33,UNCHECKED,UNREVIEWED,,0,4144944,Kuntschner intramedullary fixation,Procedure,MAPS_TO,,<auto>,1642063481240,,2000101433,FHL,Procedure,1970-01-01,2099-12-31,,,"Sulkeinen reduktio ja osteosynteesi (esim. Kirchner, Kuntscher, Ender)",
3279,Other measure in this category,0,,0.4,UNCHECKED,UNREVIEWED,,0,4133312,Laboratory procedure categorized by method,Procedure,MAPS_TO,,<auto>,1642063481303,,2000100358,FHL,Procedure,1970-01-01,2099-12-31,,,Muu tähän ryhmään kuuluva toimenpide,
4455,Stopping postoperative hemorrhage in the operating room,0,,0.68,UNCHECKED,UNREVIEWED,,0,4168088,Postoperative hemorrhage control,Procedure,MAPS_TO,,<auto>,1642063481414,,2000100614,FHL,Procedure,1970-01-01,2099-12-31,,,Risaleikkauksen jälkeisen verenvuodon tyrehdyttäminen leikkaussalissa,
6527,Laparotomy and revision or re-enterostomy,0,,0.53,UNCHECKED,UNREVIEWED,,0,4185734,Repair of enterostomy,Procedure,MAPS_TO,,<auto>,1642063482217,,2000101024,FHL,Procedure,1970-01-01,2099-12-31,,,Laparotomia ja revisio tai re-enterostomia,
2125,Draining through a drill hole (eg cyst or abscess),0,,0.4,UNCHECKED,UNREVIEWED,,0,4086398,Drainage of dental abscess,Procedure,MAPS_TO,,<auto>,1642063482369,,2000100205,FHL,Procedure,1970-01-01,2099-12-31,,,Tyhjennys poran reiän kautta (esim. kysta tai absessi),
1412,Laparoscopy and sterilization,505,,0.82,UNCHECKED,UNREVIEWED,,0,4036943,Laparoscopic sterilization,Procedure,MAPS_TO,,<auto>,1642063482724,,2000100157,FHL,Procedure,1970-01-01,2099-12-31,,,Laparoskopia ja sterilisaatio,
7324,TU drug injection into the bladder wall or bladder drug therapy,0,,0.53,UNCHECKED,UNREVIEWED,,0,4216752,Drug therapy,Procedure,MAPS_TO,,<auto>,1642063482805,,2000101178,FHL,Procedure,1970-01-01,2099-12-31,,,TU lääkeinjektio rakon seinämään tai rakon lääkehoito,
9480,Tendon shortening and extension,0,,0.62,UNCHECKED,UNREVIEWED,,0,4055301,Shortening of tendon,Procedure,MAPS_TO,,<auto>,1642063483038,,2000101588,FHL,Procedure,1970-01-01,2099-12-31,,,Jänteen lyhennys ja pidennys,
3281,Upper eyelid reconstruction surgery,0,,0.72,UNCHECKED,UNREVIEWED,,0,4330850,Reconstruction of eyelid,Procedure,MAPS_TO,,<auto>,1642063483189,,2000100359,FHL,Procedure,1970-01-01,2099-12-31,,,Yläluomen rekonstruktioleikkaus,
4459,Other measure in this category,0,,0.4,UNCHECKED,UNREVIEWED,,0,4133312,Laboratory procedure categorized by method,Procedure,MAPS_TO,,<auto>,1642063483351,,2000100615,FHL,Procedure,1970-01-01,2099-12-31,,,Muu tähän ryhmään kuuluva toimenpide,
2126,Subduropleural shunt,0,,0.75,UNCHECKED,UNREVIEWED,,0,4093395,Subdural-pleural shunt operation,Procedure,MAPS_TO,,<auto>,1642063483351,,2000100206,FHL,Procedure,1970-01-01,2099-12-31,,,Subduropleuraalinen suntti,
7325,Bladder stretching,26,,0.79,UNCHECKED,UNREVIEWED,,0,4047493,Stretching,Procedure,MAPS_TO,,<auto>,1642063483513,,2000101179,FHL,Procedure,1970-01-01,2099-12-31,,,Rakon venytys,
6528,Establishment of a continental ileostomy,0,,0.62,UNCHECKED,UNREVIEWED,,0,4096533,Creation of continent ileostomy,Procedure,MAPS_TO,,<auto>,1642063483989,,2000101025,FHL,Procedure,1970-01-01,2099-12-31,,,Kontinentin ileostomian muodostaminen,
7326,Bladder lavage,0,,0.67,UNCHECKED,UNREVIEWED,,0,4194653,Irrigation,Procedure,MAPS_TO,,<auto>,1642063484141,,2000101180,FHL,Procedure,1970-01-01,2099-12-31,,,Rakon lavaatio,
2127,Ventriculostomy,0,,1,UNCHECKED,UNREVIEWED,,0,4271587,Ventriculostomy,Procedure,MAPS_TO,,<auto>,1642063484262,,2000100207,FHL,Procedure,1970-01-01,2099-12-31,,,Ventrikulostomia,
1413,Laparoscopy and other therapeutic procedure,35,,0.71,FLAGGED,UNREVIEWED,,0,4067350,Therapeutic proctoscopy,Procedure,MAPS_TO,,<auto>,1642063484677,,2000100158,FHL,Procedure,1970-01-01,2099-12-31,,,Laparoskopia ja muu terapeuttinen toimenpide,WARNING: OUTDATED: standard_concept for conceptId 4067350 has changed to non-standard
9127,Open reduction or revision without osteosynthesis and plaster or similar,0,,0.38,UNCHECKED,UNREVIEWED,,0,4075916,Revision to open reduction of fracture and internal fixation with plate,Procedure,MAPS_TO,,<auto>,1642063484738,,2000101434,FHL,Procedure,1970-01-01,2099-12-31,,,Avoin reduktio tai revisio ilman osteosynteesiä ja kipsaus tai vastaava,
3282,Lower eyelid reconstruction surgery,0,,0.72,UNCHECKED,UNREVIEWED,,0,4330850,Reconstruction of eyelid,Procedure,MAPS_TO,,<auto>,1642063484849,,2000100360,FHL,Procedure,1970-01-01,2099-12-31,,,Alaluomen rekonstruktioleikkaus,
7327,Lithotripsy,0,,1,UNCHECKED,UNREVIEWED,,0,4046290,Lithotripsy,Procedure,MAPS_TO,,<auto>,1642063484880,,2000101181,FHL,Procedure,1970-01-01,2099-12-31,,,Litotripsia,
9481,Detachment or severance of a muscle or tendon,21,,0.55,UNCHECKED,UNREVIEWED,,0,4143592,Muscle or tendon operation,Procedure,MAPS_TO,,<auto>,1642063485082,,2000101589,FHL,Procedure,1970-01-01,2099-12-31,,,Lihaksen tai jänteen irroitus kiinnityksestään tai katkaisu,
2128,Ventriculocysternostomy,0,,0.83,UNCHECKED,UNREVIEWED,,0,4140853,Ventriculocisternostomy,Procedure,MAPS_TO,,<auto>,1642063485323,,2000100208,FHL,Procedure,1970-01-01,2099-12-31,,,Ventrikulosisternostomia,
4461,"Local change biopsy, excision, or cryotherapy",0,,0.51,UNCHECKED,UNREVIEWED,,0,4097985,Cryotherapy,Procedure,MAPS_TO,,<auto>,1642063485477,,2000100616,FHL,Procedure,1970-01-01,2099-12-31,,,"Paikallisen muutoksen biopsia, eksisio tai kryohoito",
6539,Other measure in this category,0,,0.4,UNCHECKED,UNREVIEWED,,0,4133312,Laboratory procedure categorized by method,Procedure,MAPS_TO,,<auto>,1642063485749,,2000101026,FHL,Procedure,1970-01-01,2099-12-31,,,Muu tähän ryhmään kuuluva toimenpide,
1420,Laryngomicroscopy,39,,0.82,UNCHECKED,UNREVIEWED,,0,4068676,Microlaryngoscopy,Procedure,MAPS_TO,,<auto>,1642063485811,,2000100159,FHL,Procedure,1970-01-01,2099-12-31,,,Laryngomikroskopia,
3283,Tarsoraphy,0,,0.65,FLAGGED,UNREVIEWED,,0,4338157,Medial Lee tarsorraphy,Procedure,MAPS_TO,,<auto>,1642063485852,,2000100361,FHL,Procedure,1970-01-01,2099-12-31,,,Tarsorafia,WARNING: OUTDATED: conceptName for conceptId 4338157 is different in the target vocabularies
2130,Ventricular atrial shunt,0,,0.71,FLAGGED,UNREVIEWED,,0,4346509,Ventricular shuntogram,Procedure,MAPS_TO,,<auto>,1642063486631,,2000100209,FHL,Procedure,1970-01-01,2099-12-31,,,Ventrikuloatriaalinen suntti,WARNING: OUTDATED: conceptName for conceptId 4346509 is different in the target vocabularies
7328,TU bladder foreign object removal,0,,0.62,FLAGGED,UNREVIEWED,,0,4180766,Removal of foreign body from bladder,Procedure,MAPS_TO,,<auto>,1642063486671,,2000101182,FHL,Procedure,1970-01-01,2099-12-31,,,TU rakon vierasesineen poisto,WARNING: OUTDATED: conceptName for conceptId 4180766 is different in the target vocabularies
9482,Tendon transposition (for a new task),0,,0.55,UNCHECKED,UNREVIEWED,,0,4121438,Tendon transposition,Procedure,MAPS_TO,,<auto>,1642063486712,,2000101590,FHL,Procedure,1970-01-01,2099-12-31,,,Jännetranspositio (uuteen tehtävään),
9128,Open reduction and osteosynthesis,189,,0.52,UNCHECKED,UNREVIEWED,,0,4045714,Open reduction,Procedure,MAPS_TO,,<auto>,1642063486793,,2000101435,FHL,Procedure,1970-01-01,2099-12-31,,,Avoin reduktio ja osteosynteesi,
1430,Laryngoscopy (direct),0,,0.87,UNCHECKED,UNREVIEWED,,0,4301600,Direct laryngoscopy,Procedure,MAPS_TO,,<auto>,1642063486884,,2000100160,FHL,Procedure,1970-01-01,2099-12-31,,,Laryngoskopia (suora),
6541,Duodenoduodenostomy or duodenojunostomy,0,,0.67,UNCHECKED,UNREVIEWED,,0,4288733,Duodenojejunostomy,Procedure,MAPS_TO,,<auto>,1642063487086,,2000101027,FHL,Procedure,1970-01-01,2099-12-31,,,Duodenoduodenostomia tai duodenojejunostomia,
4462,"Extensive removal of the pharynx, including the nasopharynx",0,,0.44,UNCHECKED,UNREVIEWED,,0,4082682,CT of nasopharynx,Procedure,MAPS_TO,,<auto>,1642063487533,,2000100617,FHL,Procedure,1970-01-01,2099-12-31,,,"Nieluun kohdistuva laaja poistoleikkaus, sisältää nenänielun",
1431,??,0,,0,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,,2000100161,FHL,Procedure,1970-01-01,2099-12-31,,,??,
6542,Ileostasis,0,,0.62,FLAGGED,UNREVIEWED,,0,4199270,Ileostomy operation,Procedure,MAPS_TO,,<auto>,1642063487933,,2000101028,FHL,Procedure,1970-01-01,2099-12-31,,,Ileoileostomia,WARNING: OUTDATED: standard_concept for conceptId 4199270 has changed to non-standard
3289,Other measure in this category,0,,0.4,UNCHECKED,UNREVIEWED,,0,4133312,Laboratory procedure categorized by method,Procedure,MAPS_TO,,<auto>,1642063487976,,2000100362,FHL,Procedure,1970-01-01,2099-12-31,,,Muu tähän ryhmään kuuluva toimenpide,
2131,Ventriculopleural shunt,0,,0.88,UNCHECKED,UNREVIEWED,,0,4100348,Ventriculopleural shunt with valve,Procedure,MAPS_TO,,<auto>,1642063488292,,2000100210,FHL,Procedure,1970-01-01,2099-12-31,,,Ventrikulopleuraalinen suntti,
9489,Other measure in this category,9,,0.4,UNCHECKED,UNREVIEWED,,0,4133312,Laboratory procedure categorized by method,Procedure,MAPS_TO,,<auto>,1642063488414,,2000101591,FHL,Procedure,1970-01-01,2099-12-31,,,Muu tähän ryhmään kuuluva toimenpide,
4463,Laryngopharyngectomy,0,,1,UNCHECKED,UNREVIEWED,,0,4243808,Laryngopharyngectomy,Procedure,MAPS_TO,,<auto>,1642063488421,,2000100618,FHL,Procedure,1970-01-01,2099-12-31,,,Laryngofaryngektomia,
1440,Mediastinoscopy,0,,1,UNCHECKED,UNREVIEWED,,0,4128302,Mediastinoscopy,Procedure,MAPS_TO,,<auto>,1642063488645,,2000100162,FHL,Procedure,1970-01-01,2099-12-31,,,Mediastinoskopia,
9130,External fixation (Hoffman or equivalent),0,,0.52,UNCHECKED,UNREVIEWED,,0,4121859,External fixation of bone,Procedure,MAPS_TO,,<auto>,1642063488712,,2000101436,FHL,Procedure,1970-01-01,2099-12-31,,,Eksterni fiksaatio (Hoffman tai vastaava),
6543,Ileocolostomy,0,,1,UNCHECKED,UNREVIEWED,,0,4125308,Ileocolic anastomosis,Procedure,MAPS_TO,,<auto>,1642063488903,,2000101029,FHL,Procedure,1970-01-01,2099-12-31,,,Ileokolostomia,
7339,Other measure in this category,0,,0.4,UNCHECKED,UNREVIEWED,,0,4133312,Laboratory procedure categorized by method,Procedure,MAPS_TO,,<auto>,1642063488998,,2000101183,FHL,Procedure,1970-01-01,2099-12-31,,,Muu tähän ryhmään kuuluva toimenpide,
1450,Otomicroscopy,17,,0.86,UNCHECKED,UNREVIEWED,,0,4036697,Microscopy,Procedure,MAPS_TO,,<auto>,1642063489150,,2000100163,FHL,Procedure,1970-01-01,2099-12-31,,,Otomikroskopia,
6544,Ileorectostomy,0,,1,UNCHECKED,UNREVIEWED,,0,4218743,Ileorectostomy,Procedure,MAPS_TO,,<auto>,1642063489633,,2000101030,FHL,Procedure,1970-01-01,2099-12-31,,,Ileorektostomia,
3311,Tear resection or excision,0,,0.75,UNCHECKED,UNREVIEWED,,0,4027712,Ear excision,Procedure,MAPS_TO,,<auto>,1642063489676,,2000100363,FHL,Procedure,1970-01-01,2099-12-31,,,Kyynelrauh resektio tai eksisio,
2132,Ventricular operators sunt,0,,0.72,UNCHECKED,UNREVIEWED,,0,4338616,Ventricular operation,Procedure,MAPS_TO,,<auto>,1642063489737,,2000100211,FHL,Procedure,1970-01-01,2099-12-31,,,Ventrikuloperit sunt,
4469,Other measure in this category,0,,0.4,UNCHECKED,UNREVIEWED,,0,4133312,Laboratory procedure categorized by method,Procedure,MAPS_TO,,<auto>,1642063489949,,2000100619,FHL,Procedure,1970-01-01,2099-12-31,,,Muu tähän ryhmään kuuluva toimenpide,
9491,"Local soft tissue exploration, drainage, or removal",16,,0.59,UNCHECKED,UNREVIEWED,,0,4236488,Exploration of soft tissue,Procedure,MAPS_TO,,<auto>,1642063490293,,2000101592,FHL,Procedure,1970-01-01,2099-12-31,,,"Paikallinen pehmytkudoksen eksploraatio, dreneeraus tai poisto",
6545,Colocolostomy,0,,1,UNCHECKED,UNREVIEWED,,0,4229918,Colocolostomy,Procedure,MAPS_TO,,<auto>,1642063490435,,2000101031,FHL,Procedure,1970-01-01,2099-12-31,,,Kolokolostomia,
1451,Otomicroscopy and paper place,0,,0.6,UNCHECKED,UNREVIEWED,,0,4036697,Microscopy,Procedure,MAPS_TO,,<auto>,1642063490503,,2000100164,FHL,Procedure,1970-01-01,2099-12-31,,,Otomikroskopia ja paperipaikka,
9131,Joint surface reconstruction (includes bone graft),0,,0.45,UNCHECKED,UNREVIEWED,,0,4121436,Bone reconstruction,Procedure,MAPS_TO,,<auto>,1642063490516,,2000101437,FHL,Procedure,1970-01-01,2099-12-31,,,Nivelpinnan rekonstruktio (sisältää luunsiirron),
4471,Pharyngoplasty,0,,1,UNCHECKED,UNREVIEWED,,0,4306567,Reconstruction of pharynx,Procedure,MAPS_TO,,<auto>,1642063490586,,2000100620,FHL,Procedure,1970-01-01,2099-12-31,,,Faryngoplastia,
2133,Suntin revisio,0,,0.67,UNCHECKED,UNREVIEWED,,0,4041249,Revision,Procedure,MAPS_TO,,<auto>,1642063490859,,2000100212,FHL,Procedure,1970-01-01,2099-12-31,,,Suntin revisio,
7341,Cystectomy (diversion surgery performed earlier),0,,0.3,UNCHECKED,UNREVIEWED,,0,4314457,Nonpenetrating glaucoma surgery,Procedure,MAPS_TO,,<auto>,1642063491082,,2000101184,FHL,Procedure,1970-01-01,2099-12-31,,,Kystektomia (diversioleikkaus suoritettu aikaisemmin),
1460,Pyeloscopy,0,,1,UNCHECKED,UNREVIEWED,,0,4173646,Pyeloscopy,Procedure,MAPS_TO,,<auto>,1642063491123,,2000100165,FHL,Procedure,1970-01-01,2099-12-31,,,Pyeloskopia,
6546,Colorectostomy,0,,1,UNCHECKED,UNREVIEWED,,0,4290511,Anastomosis of colon to rectum,Procedure,MAPS_TO,,<auto>,1642063491143,,2000101032,FHL,Procedure,1970-01-01,2099-12-31,,,Kolorektostomia,
3312,Probing under general anesthesia,12,,0.7,FLAGGED,UNREVIEWED,,0,4328106,ENT examination under general anesthesia,Procedure,MAPS_TO,,<auto>,1642063491434,,2000100364,FHL,Procedure,1970-01-01,2099-12-31,,,Sondeeraus yleisanestesiassa,WARNING: OUTDATED: conceptName for conceptId 4328106 is different in the target vocabularies
9492,Resection or excision of aponeurosis (Dupuytren),21,,0.68,UNCHECKED,UNREVIEWED,,0,4333147,Excision of plantar aponeurosis for Dupuytren's contracture of foot,Procedure,MAPS_TO,,<auto>,1642063492145,,2000101593,FHL,Procedure,1970-01-01,2099-12-31,,,Aponeuroosin resektio tai eksisio (Dupuytren),
9132,Fracture treatment using endoprosthesis,0,,0.46,UNCHECKED,UNREVIEWED,,0,42537949,Attention to endoprosthesis of bone,Procedure,MAPS_TO,,<auto>,1642063492338,,2000101438,FHL,Procedure,1970-01-01,2099-12-31,,,Murtuman hoito endoproteesia käyttäen,
1461,Pyeloscopy and stone removal,0,,0.69,UNCHECKED,UNREVIEWED,,0,4173646,Pyeloscopy,Procedure,MAPS_TO,,<auto>,1642063492550,,2000100166,FHL,Procedure,1970-01-01,2099-12-31,,,Pyeloskopia ja kiven poisto,
4472,Process of stylization cutting,0,,0.41,UNCHECKED,UNREVIEWED,,0,4079667,Syndactylization of lesser toes,Procedure,MAPS_TO,,<auto>,1642063492550,,2000100621,FHL,Procedure,1970-01-01,2099-12-31,,,Proces styloiduksen katkaisu,
2139,Other measure in this category,0,,0.4,UNCHECKED,UNREVIEWED,,0,4133312,Laboratory procedure categorized by method,Procedure,MAPS_TO,,<auto>,1642063492651,,2000100213,FHL,Procedure,1970-01-01,2099-12-31,,,Muu tähän ryhmään kuuluva toimenpide,
7342,Cystectomy and differential surgery,0,,0.45,UNCHECKED,UNREVIEWED,,0,4010266,Partial cystectomy,Procedure,MAPS_TO,,<auto>,1642063492821,,2000101185,FHL,Procedure,1970-01-01,2099-12-31,,,Kystektomia ja diversioleikkaus,
3313,Tear bag incision under general anesthesia,0,,0.67,FLAGGED,UNREVIEWED,,0,4328106,ENT examination under general anesthesia,Procedure,MAPS_TO,,<auto>,1642063493195,,2000100365,FHL,Procedure,1970-01-01,2099-12-31,,,Kyynelpussin insisio yleisanestesiassa,WARNING: OUTDATED: conceptName for conceptId 4328106 is different in the target vocabularies
1462,Pyeloscopy and coagulation,0,,0.68,UNCHECKED,UNREVIEWED,,0,4173646,Pyeloscopy,Procedure,MAPS_TO,,<auto>,1642063493753,,2000100167,FHL,Procedure,1970-01-01,2099-12-31,,,Pyeloskopia ja koagulaatio,
4473,Otolaryngeal procedure,0,,0.9,UNCHECKED,UNREVIEWED,,0,4047655,Procedure on larynx,Procedure,MAPS_TO,,<auto>,1642063493755,,2000100622,FHL,Procedure,1970-01-01,2099-12-31,,,Korvatorveen kohdistuva toimenpide,
2141,Stereotactic biopsy of the brain,0,,0.91,UNCHECKED,UNREVIEWED,,0,4062876,Stereotactic biopsy of brain,Procedure,MAPS_TO,,<auto>,1642063494058,,2000100214,FHL,Procedure,1970-01-01,2099-12-31,,,Stereotaktinen koepala aivoista,
7343,Cystectomy and enterocystoplasty,0,,0.74,FLAGGED,UNREVIEWED,,0,4264416,Enterocystoplasty,Procedure,MAPS_TO,,<auto>,1642063494473,,2000101186,FHL,Procedure,1970-01-01,2099-12-31,,,Kystektomia ja enterokystoplastia,WARNING: OUTDATED: conceptName for conceptId 4264416 is different in the target vocabularies
3314,Cauterization of tear points,0,,0.69,UNCHECKED,UNREVIEWED,,0,4099751,Cauterization,Procedure,MAPS_TO,,<auto>,1642063494562,,2000100366,FHL,Procedure,1970-01-01,2099-12-31,,,Kyynelpisteiden kauterisatio,
9493,"Reconstruction or shaping of hand skin and soft tissues, e.g. syndactyl",0,,0.43,UNCHECKED,UNREVIEWED,,0,4114792,Complex reconstruction of soft tissue of hand,Procedure,MAPS_TO,,<auto>,1642063494615,,2000101594,FHL,Procedure,1970-01-01,2099-12-31,,,Käden ihon ja pehmytkudosten rekonstruktio tai muovaus esim. syndaktylia,
9133,"Osteosynthesis, bone resection or cavity filling",6,,0.34,UNCHECKED,UNREVIEWED,,0,40483297,Drilling and filling of cavity of tooth,Procedure,MAPS_TO,,<auto>,1642063494837,,2000101439,FHL,Procedure,1970-01-01,2099-12-31,,,"Osteosynteesi, luun resektio tai ontelon täyttö",
6547,Autosuturation anastomosis (used as additional information to describe the method),0,,0.28,UNCHECKED,UNREVIEWED,,0,4289672,Anastomosis of artery by suture of distal to proximal end,Procedure,MAPS_TO,,<auto>,1642063494918,,2000101033,FHL,Procedure,1970-01-01,2099-12-31,,,Autosuturaatioanastomoosi (käytetään menetelmää kuvaavana lisätietona),
4479,Other measure in this category,0,,0.4,UNCHECKED,UNREVIEWED,,0,4133312,Laboratory procedure categorized by method,Procedure,MAPS_TO,,<auto>,1642063495282,,2000100623,FHL,Procedure,1970-01-01,2099-12-31,,,Muu tähän ryhmään kuuluva toimenpide,
3315,Tear bag removal,0,,0.67,UNCHECKED,UNREVIEWED,,0,4117073,Anal tag removal,Procedure,MAPS_TO,,<auto>,1642063495331,,2000100367,FHL,Procedure,1970-01-01,2099-12-31,,,Kyynelpussin poisto,
1463,Pyeloscopy and other therapeutic procedure,0,,0.69,FLAGGED,UNREVIEWED,,0,4067350,Therapeutic proctoscopy,Procedure,MAPS_TO,,<auto>,1642063495807,,2000100168,FHL,Procedure,1970-01-01,2099-12-31,,,Pyeloskopia ja muu terapeuttinen toimenpide,WARNING: OUTDATED: standard_concept for conceptId 4067350 has changed to non-standard
9499,Other measure in this category,6,,0.4,UNCHECKED,UNREVIEWED,,0,4133312,Laboratory procedure categorized by method,Procedure,MAPS_TO,,<auto>,1642063496152,,2000101595,FHL,Procedure,1970-01-01,2099-12-31,,,Muu tähän ryhmään kuuluva toimenpide,
7349,Other measure in this category,0,,0.4,UNCHECKED,UNREVIEWED,,0,4133312,Laboratory procedure categorized by method,Procedure,MAPS_TO,,<auto>,1642063496272,,2000101187,FHL,Procedure,1970-01-01,2099-12-31,,,Muu tähän ryhmään kuuluva toimenpide,
1470,Rectoscopy,61,,0.81,UNCHECKED,UNREVIEWED,,0,4171571,Proctoscopy,Procedure,MAPS_TO,,<auto>,1642063496312,,2000100169,FHL,Procedure,1970-01-01,2099-12-31,,,Rektoskopia,
